# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r250.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  5.3188602E+25
# TOTAL STDEV:  7.8318723E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  1.2926097E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  1.2886433E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.2692789E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  1.2569362E+22  1.0000000E-33  2.1843910E-02
    5   1.2000000E+01  0.0000000E+00  1.2433440E+22  1.9762748E+19  2.4100110E-02
    6   1.5000000E+01  0.0000000E+00  1.2251790E+22  5.6869732E+19  3.7793873E-02
    7   1.8000000E+01  0.0000000E+00  1.2081293E+22  2.6147980E+19  6.5955726E-02
    8   2.1000000E+01  0.0000000E+00  1.1942464E+22  3.6073395E+19  7.4977151E-02
    9   2.4000000E+01  0.0000000E+00  1.1813979E+22  3.2279691E+19  7.6863243E-02
   10   2.7000000E+01  0.0000000E+00  1.1715644E+22  2.1768235E+19  7.6863243E-02
   11   3.0000000E+01  0.0000000E+00  1.1644332E+22  1.8046196E+19  7.4977151E-02
   12   3.3000000E+01  0.0000000E+00  1.1593379E+22  8.5525137E+18  7.0964550E-02
   13   3.6000000E+01  0.0000000E+00  1.1560480E+22  7.0972698E+18  5.7948971E-02
   14   3.9000000E+01  0.0000000E+00  1.1539368E+22  4.3057184E+18  4.6011581E-02
   15   4.2000000E+01  0.0000000E+00  1.1529016E+22  1.6761050E+18  3.2659863E-02
   16   4.5000000E+01  0.0000000E+00  1.1524892E+22  6.8946495E+17  2.2836563E-02
   17   4.8000000E+01  0.0000000E+00  1.1523470E+22  1.3313278E+17  1.2110055E-02
   18   5.1000000E+01  0.0000000E+00  1.1523355E+22  7.5550847E+16  5.1864432E-03
   19   5.4000000E+01  0.0000000E+00  1.1523791E+22  1.6354491E+17  1.9113624E-03
   20   5.7000000E+01  0.0000000E+00  1.1524399E+22  1.7883687E+17  1.6461221E-04
   21   6.0000000E+01  0.0000000E+00  1.1525034E+22  1.8018955E+17 -6.6162294E-04
   22   6.3000000E+01  0.0000000E+00  1.1525742E+22  2.1404033E+17 -9.7564784E-04
   23   6.6000000E+01  0.0000000E+00  1.1526439E+22  1.9455234E+17 -1.0737739E-03
   24   6.9000000E+01  0.0000000E+00  1.1527119E+22  1.8128003E+17 -1.2596569E-03
   25   7.2000000E+01  0.0000000E+00  1.1527807E+22  1.8755258E+17 -1.2995421E-03
   26   7.5000000E+01  0.0000000E+00  1.1528521E+22  2.0482554E+17 -1.3278173E-03
   27   7.8000000E+01  0.0000000E+00  1.1529238E+22  2.0549677E+17 -1.4027028E-03
   28   8.1000000E+01  0.0000000E+00  1.1529893E+22  1.7619931E+17 -1.5062401E-03
   29   8.4000000E+01  0.0000000E+00  1.1530515E+22  1.6665731E+17 -1.5062401E-03
   30   8.7000000E+01  0.0000000E+00  1.1531171E+22  1.9495516E+17 -1.5062401E-03
   31   9.0000000E+01  0.0000000E+00  1.1531847E+22  1.8805601E+17 -1.5062401E-03
   32   9.3000000E+01  0.0000000E+00  1.1532551E+22  2.0458817E+17 -1.6222166E-03
   33   9.6000000E+01  0.0000000E+00  1.1533256E+22  1.9247026E+17 -1.7289546E-03
   34   9.9000000E+01  0.0000000E+00  1.1534005E+22  2.3355928E+17 -1.8604322E-03
   35   1.0200000E+02  0.0000000E+00  1.1534931E+22  5.1078071E+17 -1.9252532E-03
   36   1.0500000E+02  0.0000000E+00  1.1536391E+22  1.3990425E+18 -2.1107522E-03
   37   1.0800000E+02  0.0000000E+00  1.1538364E+22  3.0687659E+18 -2.6897576E-03
   38   1.1100000E+02  0.0000000E+00  8.5473122E+21  5.0684047E+21 -2.6897576E-03
