# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: nc.surfdens.r13p5x0.rs3p0as.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  3.0890080E+25
# TOTAL STDEV:  6.4610134E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  2.0567347E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  2.0236332E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.8612564E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  1.7568173E+22  1.0000000E-33  1.2067095E-01
    5   1.2000000E+01  0.0000000E+00  1.6406242E+22  1.7070025E+20  1.4242397E-01
    6   1.5000000E+01  0.0000000E+00  1.4824694E+22  5.0081882E+20  2.3785646E-01
    7   1.8000000E+01  0.0000000E+00  1.3295899E+22  2.3983130E+20  4.5427068E-01
    8   2.1000000E+01  0.0000000E+00  1.1987089E+22  3.5129920E+20  5.9695997E-01
    9   2.4000000E+01  0.0000000E+00  1.0674644E+22  3.4911348E+20  6.7223511E-01
   10   2.7000000E+01  0.0000000E+00  9.5362395E+21  2.7724179E+20  8.6840202E-01
   11   3.0000000E+01  0.0000000E+00  8.5522895E+21  2.7430484E+20  9.5745513E-01
   12   3.3000000E+01  0.0000000E+00  7.6962012E+21  1.6290252E+20  1.0335959E+00
   13   3.6000000E+01  0.0000000E+00  7.0135038E+21  1.6416112E+20  1.0675552E+00
   14   3.9000000E+01  0.0000000E+00  6.4885854E+21  1.1703688E+20  1.0675552E+00
   15   4.2000000E+01  0.0000000E+00  6.1954736E+21  5.1662904E+19  1.0675552E+00
   16   4.5000000E+01  0.0000000E+00  6.0666319E+21  2.3119890E+19  9.7189211E-01
   17   4.8000000E+01  0.0000000E+00  6.0148490E+21  6.8174010E+18  6.2375989E-01
   18   5.1000000E+01  0.0000000E+00  5.9981847E+21  2.4157108E+18  3.0460210E-01
   19   5.4000000E+01  0.0000000E+00  5.9932967E+21  6.5223541E+17  1.3282521E-01
   20   5.7000000E+01  0.0000000E+00  5.9917815E+21  2.8989978E+17  4.5762949E-02
   21   6.0000000E+01  0.0000000E+00  5.9908590E+21  2.4144972E+17  1.4262851E-02
   22   6.3000000E+01  0.0000000E+00  5.9899107E+21  2.8701975E+17  4.6768357E-03
   23   6.6000000E+01  0.0000000E+00  5.9889647E+21  2.6791432E+17  3.3948760E-03
   24   6.9000000E+01  0.0000000E+00  5.9880140E+21  2.5882710E+17  3.3948760E-03
   25   7.2000000E+01  0.0000000E+00  5.9870089E+21  2.8265753E+17  3.5714190E-03
   26   7.5000000E+01  0.0000000E+00  5.9859066E+21  3.2996986E+17  3.9443515E-03
   27   7.8000000E+01  0.0000000E+00  5.9847189E+21  3.5406562E+17  4.5105471E-03
   28   8.1000000E+01  0.0000000E+00  5.9835632E+21  3.2030577E+17  5.0594875E-03
   29   8.4000000E+01  0.0000000E+00  5.9824171E+21  3.1347090E+17  5.1174766E-03
   30   8.7000000E+01  0.0000000E+00  5.9811750E+21  3.7292221E+17  5.2671760E-03
   31   9.0000000E+01  0.0000000E+00  5.9798769E+21  3.6610812E+17  5.9171829E-03
   32   9.3000000E+01  0.0000000E+00  5.9785021E+21  4.1017362E+17  6.4024131E-03
   33   9.6000000E+01  0.0000000E+00  5.9771094E+21  3.9543264E+17  7.0123181E-03
   34   9.9000000E+01  0.0000000E+00  5.9756913E+21  4.1747019E+17  7.3385752E-03
   35   1.0200000E+02  0.0000000E+00  5.9742011E+21  4.6212596E+17  7.7107042E-03
   36   1.0500000E+02  0.0000000E+00  5.9727035E+21  4.0701004E+17  8.3549638E-03
   37   1.0800000E+02  0.0000000E+00  5.9711807E+21  4.4935968E+17  8.6485361E-03
   38   1.1100000E+02  0.0000000E+00  5.9696057E+21  4.4070753E+17  9.0515437E-03
