# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r500.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  2.5979876E+25
# TOTAL STDEV:  3.5256001E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  1.1231154E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  1.1160901E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.0794950E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  1.0538245E+22  1.0000000E-33  4.8096858E-02
    5   1.2000000E+01  0.0000000E+00  1.0229819E+22  4.6744305E+19  5.9357580E-02
    6   1.5000000E+01  0.0000000E+00  9.7635825E+21  1.5518775E+20  1.0325347E-01
    7   1.8000000E+01  0.0000000E+00  9.2621972E+21  8.4297040E+19  2.0904694E-01
    8   2.1000000E+01  0.0000000E+00  8.7815912E+21  1.3537718E+20  2.8914900E-01
    9   2.4000000E+01  0.0000000E+00  8.2570339E+21  1.4523579E+20  3.4565971E-01
   10   2.7000000E+01  0.0000000E+00  7.7702222E+21  1.2127776E+20  4.6125620E-01
   11   3.0000000E+01  0.0000000E+00  7.3365051E+21  1.2362516E+20  5.1592043E-01
   12   3.3000000E+01  0.0000000E+00  6.9398035E+21  7.8287532E+19  5.4513950E-01
   13   3.6000000E+01  0.0000000E+00  6.5890323E+21  9.1712979E+19  5.8324437E-01
   14   3.9000000E+01  0.0000000E+00  6.2571698E+21  8.7762770E+19  5.9609411E-01
   15   4.2000000E+01  0.0000000E+00  5.9889441E+21  6.2361320E+19  5.9609411E-01
   16   4.5000000E+01  0.0000000E+00  5.7868920E+21  5.0650243E+19  5.9609411E-01
   17   4.8000000E+01  0.0000000E+00  5.6245952E+21  3.5640274E+19  5.9120299E-01
   18   5.1000000E+01  0.0000000E+00  5.4968274E+21  3.3071443E+19  4.9743931E-01
   19   5.4000000E+01  0.0000000E+00  5.3958278E+21  2.3787062E+19  4.4076592E-01
   20   5.7000000E+01  0.0000000E+00  5.3261596E+21  1.5772907E+19  3.7901908E-01
   21   6.0000000E+01  0.0000000E+00  5.2792916E+21  1.0740336E+19  3.2445023E-01
   22   6.3000000E+01  0.0000000E+00  5.2449298E+21  8.1479177E+18  2.4035962E-01
   23   6.6000000E+01  0.0000000E+00  5.2229210E+21  4.8821636E+18  1.7231357E-01
   24   6.9000000E+01  0.0000000E+00  5.2091012E+21  2.9190773E+18  1.3383961E-01
   25   7.2000000E+01  0.0000000E+00  5.2000967E+21  1.9377962E+18  9.0392229E-02
   26   7.5000000E+01  0.0000000E+00  5.1941429E+21  1.3530236E+18  5.9603778E-02
   27   7.8000000E+01  0.0000000E+00  5.1902971E+21  8.7414424E+17  4.0651353E-02
   28   8.1000000E+01  0.0000000E+00  5.1879548E+21  5.2535963E+17  2.8063229E-02
   29   8.4000000E+01  0.0000000E+00  5.1863746E+21  3.6821779E+17  1.8884806E-02
   30   8.7000000E+01  0.0000000E+00  5.1850945E+21  3.4667494E+17  1.1960524E-02
   31   9.0000000E+01  0.0000000E+00  5.1840026E+21  3.0520328E+17  8.3762748E-03
   32   9.3000000E+01  0.0000000E+00  5.1829808E+21  3.3433865E+17  7.0344532E-03
   33   9.6000000E+01  0.0000000E+00  5.1820480E+21  3.3914932E+17  6.2127551E-03
   34   9.9000000E+01  0.0000000E+00  5.1811223E+21  4.1361784E+17  6.0118024E-03
   35   1.0200000E+02  0.0000000E+00  5.1802036E+21  5.4198746E+17  5.9404339E-03
   36   1.0500000E+02  0.0000000E+00  5.1793950E+21  6.9828653E+17  5.8056928E-03
   37   1.0800000E+02  0.0000000E+00  5.1785128E+21  9.3767124E+17  5.9404339E-03
   38   1.1100000E+02  0.0000000E+00  3.8350251E+21  2.2741018E+21  6.0472893E-03
