# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r250.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 44,44 (PIXELS)
# TOTAL VALUE:  6.3464139E+24
# TOTAL STDEV:  5.4278318E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  6.2240670E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  6.1228804E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  5.6190005E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  5.3064186E+21  1.0000000E-33  1.2389697E-01
    5   1.2000000E+01  0.0000000E+00  4.9698085E+21  4.5422723E+19  1.4116297E-01
    6   1.5000000E+01  0.0000000E+00  4.5099113E+21  1.4599610E+20  2.2780647E-01
    7   1.8000000E+01  0.0000000E+00  4.0661032E+21  7.0611973E+19  4.3516303E-01
    8   2.1000000E+01  0.0000000E+00  3.6941469E+21  1.0186838E+20  5.6818514E-01
    9   2.4000000E+01  0.0000000E+00  3.3218933E+21  1.0016985E+20  6.2234852E-01
   10   2.7000000E+01  0.0000000E+00  2.9968645E+21  7.6430710E+19  7.9542913E-01
   11   3.0000000E+01  0.0000000E+00  2.7236962E+21  7.6546412E+19  8.7422013E-01
   12   3.3000000E+01  0.0000000E+00  2.4804221E+21  4.8216171E+19  9.0713976E-01
   13   3.6000000E+01  0.0000000E+00  2.2594993E+21  5.8106549E+19  9.8164873E-01
   14   3.9000000E+01  0.0000000E+00  2.0443234E+21  5.9317774E+19  1.0721068E+00
   15   4.2000000E+01  0.0000000E+00  1.8565125E+21  4.6625451E+19  1.2502873E+00
   16   4.5000000E+01  0.0000000E+00  1.6906830E+21  4.3412462E+19  1.3003617E+00
   17   4.8000000E+01  0.0000000E+00  1.5359424E+21  3.8813637E+19  1.3561857E+00
   18   5.1000000E+01  0.0000000E+00  1.3868422E+21  4.4499410E+19  1.4873049E+00
   19   5.4000000E+01  0.0000000E+00  1.2329265E+21  4.1850730E+19  1.6843773E+00
   20   5.7000000E+01  0.0000000E+00  1.0951518E+21  3.5645979E+19  2.0581182E+00
   21   6.0000000E+01  0.0000000E+00  9.8039595E+20  2.9590826E+19  2.1580152E+00
   22   6.3000000E+01  0.0000000E+00  8.7621651E+20  2.7056259E+19  2.1916726E+00
   23   6.6000000E+01  0.0000000E+00  8.0036533E+20  1.7704713E+19  2.1916726E+00
   24   6.9000000E+01  0.0000000E+00  7.5086831E+20  1.0491985E+19  2.1580152E+00
   25   7.2000000E+01  0.0000000E+00  7.1969338E+20  6.3985247E+18  1.9463651E+00
   26   7.5000000E+01  0.0000000E+00  7.0175903E+20  3.5339285E+18  1.4361186E+00
   27   7.8000000E+01  0.0000000E+00  6.9335389E+20  1.5224594E+18  9.9636768E-01
   28   8.1000000E+01  0.0000000E+00  6.9014744E+20  5.4005985E+17  6.1817599E-01
   29   8.4000000E+01  0.0000000E+00  6.8897164E+20  1.6625704E+17  3.0722422E-01
   30   8.7000000E+01  0.0000000E+00  6.8857246E+20  5.9983585E+16  1.2282011E-01
   31   9.0000000E+01  0.0000000E+00  6.8844192E+20  2.1268349E+16  4.6886242E-02
   32   9.3000000E+01  0.0000000E+00  6.8838463E+20  1.2904760E+16  1.6515669E-02
   33   9.6000000E+01  0.0000000E+00  6.8834523E+20  1.1032217E+16  5.5925588E-03
   34   9.9000000E+01  0.0000000E+00  6.8830554E+20  1.1622482E+16  2.5379190E-03
   35   1.0200000E+02  0.0000000E+00  6.8826362E+20  1.3353311E+16  2.0400579E-03
   36   1.0500000E+02  0.0000000E+00  6.8822030E+20  1.2252329E+16  2.0400579E-03
   37   1.0800000E+02  0.0000000E+00  6.8817400E+20  1.3716805E+16  2.1715417E-03
   38   1.1100000E+02  0.0000000E+00  6.8812546E+20  1.3890576E+16  2.3879264E-03
   39   1.1400000E+02  0.0000000E+00  6.8807268E+20  1.6706647E+16  2.5745971E-03
   40   1.1700000E+02  0.0000000E+00  6.8801849E+20  1.7385520E+16  2.8764603E-03
   41   1.2000000E+02  0.0000000E+00  6.8796861E+20  1.9473177E+16  2.8764603E-03
   42   1.2300000E+02  0.0000000E+00  6.8792037E+20  2.9746165E+16  2.8764603E-03
   43   1.2600000E+02  0.0000000E+00  5.1315933E+20  3.0000376E+20  3.0319458E-03
