# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 38,38 (PIXELS)
# TOTAL VALUE:  3.8027608E+24
# TOTAL STDEV:  1.1487723E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  7.3610548E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  7.2126389E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  6.5079998E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  6.0165822E+21  6.0181881E+14  1.4831299E-01
    5   1.2000000E+01  0.0000000E+00  5.4229239E+21  8.8176505E+19  1.9363639E-01
    6   1.5000000E+01  0.0000000E+00  4.5091142E+21  3.0166493E+20  3.6110774E-01
    7   1.8000000E+01  0.0000000E+00  3.6126836E+21  1.4649300E+20  8.2697623E-01
    8   2.1000000E+01  0.0000000E+00  2.8038773E+21  2.1925269E+20  1.2157085E+00
    9   2.4000000E+01  0.0000000E+00  2.0667514E+21  1.6700737E+20  1.6441554E+00
   10   2.7000000E+01  0.0000000E+00  1.5715078E+21  1.0570124E+20  2.2842957E+00
   11   3.0000000E+01  0.0000000E+00  1.2352317E+21  8.1524671E+19  2.2852679E+00
   12   3.3000000E+01  0.0000000E+00  1.0133492E+21  3.5493958E+19  2.2852679E+00
   13   3.6000000E+01  0.0000000E+00  8.7926536E+20  2.8357093E+19  2.2852679E+00
   14   3.9000000E+01  0.0000000E+00  7.9391103E+20  1.8439822E+19  2.0774031E+00
   15   4.2000000E+01  0.0000000E+00  7.4861474E+20  8.4070364E+18  1.6311593E+00
   16   4.5000000E+01  0.0000000E+00  7.2526901E+20  5.2466408E+18  1.2757607E+00
   17   4.8000000E+01  0.0000000E+00  7.1198795E+20  2.2417457E+18  7.9272066E-01
   18   5.1000000E+01  0.0000000E+00  7.0494041E+20  1.7934982E+18  4.5920458E-01
   19   5.4000000E+01  0.0000000E+00  6.9997030E+20  1.2662683E+18  2.8636625E-01
   20   5.7000000E+01  0.0000000E+00  6.9659449E+20  8.4763405E+17  1.6408705E-01
   21   6.0000000E+01  0.0000000E+00  6.9425643E+20  5.8046674E+17  1.2378505E-01
   22   6.3000000E+01  0.0000000E+00  6.9243754E+20  4.6607187E+17  8.9415757E-02
   23   6.6000000E+01  0.0000000E+00  6.9119009E+20  3.1660723E+17  6.5545791E-02
   24   6.9000000E+01  0.0000000E+00  6.9029911E+20  2.1400327E+17  5.3767926E-02
   25   7.2000000E+01  0.0000000E+00  6.8962028E+20  1.6515220E+17  3.8760935E-02
   26   7.5000000E+01  0.0000000E+00  6.8905458E+20  1.4801572E+17  2.9017832E-02
   27   7.8000000E+01  0.0000000E+00  6.8856249E+20  1.3380395E+17  2.3117472E-02
   28   8.1000000E+01  0.0000000E+00  6.8813877E+20  1.1667840E+17  2.0102647E-02
   29   8.4000000E+01  0.0000000E+00  6.8775862E+20  1.2009670E+17  1.8215209E-02
   30   8.7000000E+01  0.0000000E+00  6.8738127E+20  1.3708353E+17  1.6310389E-02
   31   9.0000000E+01  0.0000000E+00  6.8697606E+20  1.4439083E+17  1.6310389E-02
   32   9.3000000E+01  0.0000000E+00  6.8655454E+20  1.8205981E+17  1.7393784E-02
   33   9.6000000E+01  0.0000000E+00  4.8178983E+20  3.1464646E+20  1.8718756E-02
   34   9.9000000E+01  0.0000000E+00  4.0590940E+20  3.3795266E+20  5.5693453E+00
   35   1.0200000E+02  0.0000000E+00  3.5538815E+20  3.4325611E+20  5.5693453E+00
   36   1.0500000E+02  0.0000000E+00  2.6560545E+20  3.3460434E+20  1.0045649E+01
   37   1.0800000E+02  0.0000000E+00  2.6136968E+20  3.3332995E+20  5.5693453E+00
