# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  9.5626895E+25
# TOTAL STDEV:  3.7437344E+23
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  2.5876310E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  2.5823403E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  2.5585857E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  2.5426380E+22  1.0000000E-33  1.3332591E-02
    5   1.2000000E+01  0.0000000E+00  2.5241400E+22  2.7983830E+19  1.5420609E-02
    6   1.5000000E+01  0.0000000E+00  2.4974317E+22  8.7156281E+19  2.5381206E-02
    7   1.8000000E+01  0.0000000E+00  2.4701050E+22  4.5372507E+19  4.7671261E-02
    8   2.1000000E+01  0.0000000E+00  2.4448369E+22  7.0406772E+19  6.0345152E-02
    9   2.4000000E+01  0.0000000E+00  2.4185055E+22  7.2151727E+19  6.6702628E-02
   10   2.7000000E+01  0.0000000E+00  2.3953358E+22  5.6246755E+19  8.1093940E-02
   11   3.0000000E+01  0.0000000E+00  2.3757393E+22  5.3541777E+19  8.1093940E-02
   12   3.3000000E+01  0.0000000E+00  2.3594909E+22  2.9984991E+19  8.1093940E-02
   13   3.6000000E+01  0.0000000E+00  2.3466582E+22  3.1864941E+19  7.7968075E-02
   14   3.9000000E+01  0.0000000E+00  2.3359536E+22  2.6845441E+19  7.2004657E-02
   15   4.2000000E+01  0.0000000E+00  2.3282833E+22  1.7090099E+19  6.2676924E-02
   16   4.5000000E+01  0.0000000E+00  2.3232745E+22  1.1667768E+19  5.7120545E-02
   17   4.8000000E+01  0.0000000E+00  2.3198083E+22  7.3656033E+18  4.4381194E-02
   18   5.1000000E+01  0.0000000E+00  2.3173257E+22  6.2832073E+18  3.1214388E-02
   19   5.4000000E+01  0.0000000E+00  2.3154967E+22  4.4029877E+18  2.3134370E-02
   20   5.7000000E+01  0.0000000E+00  2.3142594E+22  2.9466293E+18  1.7662093E-02
   21   6.0000000E+01  0.0000000E+00  2.3133979E+22  2.1022565E+18  1.3814133E-02
   22   6.3000000E+01  0.0000000E+00  2.3126983E+22  1.8488769E+18  9.8856019E-03
   23   6.6000000E+01  0.0000000E+00  2.3121684E+22  1.3886528E+18  7.2587215E-03
   24   6.9000000E+01  0.0000000E+00  2.3117400E+22  1.1067617E+18  6.1993941E-03
   25   7.2000000E+01  0.0000000E+00  2.3113610E+22  1.0180529E+18  4.9257360E-03
   26   7.5000000E+01  0.0000000E+00  2.3109933E+22  1.0750993E+18  4.1687295E-03
   27   7.8000000E+01  0.0000000E+00  2.3106294E+22  1.1134466E+18  4.0147333E-03
   28   8.1000000E+01  0.0000000E+00  2.3102860E+22  1.0121441E+18  3.9381833E-03
   29   8.4000000E+01  0.0000000E+00  2.3099851E+22  1.2009801E+18  3.9381833E-03
   30   8.7000000E+01  0.0000000E+00  2.3096910E+22  1.9477384E+18  3.9381833E-03
   31   9.0000000E+01  0.0000000E+00  2.3094420E+22  3.1993618E+18  3.6284275E-03
   32   9.3000000E+01  0.0000000E+00  2.3092510E+22  5.2566593E+18  3.5823411E-03
   33   9.6000000E+01  0.0000000E+00  2.3092507E+22  8.0988937E+18  3.1797200E-03
   34   9.9000000E+01  0.0000000E+00  1.6489644E+22  1.0455675E+22  3.1797200E-03
   35   1.0200000E+02  0.0000000E+00  1.4533329E+22  1.1172448E+22  4.2303330E+00
   36   1.0500000E+02  0.0000000E+00  1.0832289E+22  1.1546590E+22  1.0139295E+01
   37   1.0800000E+02  0.0000000E+00  1.0487562E+22  1.1514749E+22  1.0139295E+01
   38   1.1100000E+02  0.0000000E+00  7.6897601E+21  1.0900225E+22  1.0139295E+01
