# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r500.cfg.02.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 38,38 (PIXELS)
# TOTAL VALUE:  1.1340443E+25
# TOTAL STDEV:  1.7114957E+22
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  2.9018699E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  2.8976173E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  2.8755163E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  2.8600765E+21  1.0000000E-33  1.1046046E-02
    5   1.2000000E+01  0.0000000E+00  2.8416118E+21  2.7910378E+18  1.3278207E-02
    6   1.5000000E+01  0.0000000E+00  2.8139343E+21  9.1688558E+18  2.2514322E-02
    7   1.8000000E+01  0.0000000E+00  2.7845204E+21  4.9010185E+18  4.3863274E-02
    8   2.1000000E+01  0.0000000E+00  2.7568201E+21  7.7249655E+18  5.7634234E-02
    9   2.4000000E+01  0.0000000E+00  2.7272522E+21  8.0718390E+18  6.4857134E-02
   10   2.7000000E+01  0.0000000E+00  2.7007161E+21  6.5065254E+18  8.0754675E-02
   11   3.0000000E+01  0.0000000E+00  2.6776537E+21  6.4197315E+18  8.1396936E-02
   12   3.3000000E+01  0.0000000E+00  2.6574740E+21  3.8843726E+18  8.1396936E-02
   13   3.6000000E+01  0.0000000E+00  2.6404640E+21  4.3293188E+18  8.1396936E-02
   14   3.9000000E+01  0.0000000E+00  2.6252128E+21  3.9060809E+18  7.9371400E-02
   15   4.2000000E+01  0.0000000E+00  2.6136024E+21  2.6023836E+18  7.3799129E-02
   16   4.5000000E+01  0.0000000E+00  2.6053778E+21  1.9997944E+18  7.2369980E-02
   17   4.8000000E+01  0.0000000E+00  2.5991362E+21  1.3261448E+18  5.9810935E-02
   18   5.1000000E+01  0.0000000E+00  2.5944722E+21  1.1789032E+18  4.5683112E-02
   19   5.4000000E+01  0.0000000E+00  2.5909134E+21  8.2851978E+17  3.7164786E-02
   20   5.7000000E+01  0.0000000E+00  2.5884728E+21  5.6015270E+17  2.9625656E-02
   21   6.0000000E+01  0.0000000E+00  2.5867580E+21  4.1062228E+17  2.4014021E-02
   22   6.3000000E+01  0.0000000E+00  2.5853457E+21  3.7039994E+17  1.7431100E-02
   23   6.6000000E+01  0.0000000E+00  2.5842375E+21  2.8299065E+17  1.2919514E-02
   24   6.9000000E+01  0.0000000E+00  2.5833059E+21  2.3733704E+17  1.1193650E-02
   25   7.2000000E+01  0.0000000E+00  2.5824284E+21  2.3770199E+17  9.2162599E-03
   26   7.5000000E+01  0.0000000E+00  2.5815329E+21  2.6328358E+17  8.4967310E-03
   27   7.8000000E+01  0.0000000E+00  2.5806046E+21  2.7689306E+17  8.4967310E-03
   28   8.1000000E+01  0.0000000E+00  2.5797239E+21  2.5079289E+17  9.0439864E-03
   29   8.4000000E+01  0.0000000E+00  2.5788640E+21  2.4463905E+17  9.1672813E-03
   30   8.7000000E+01  0.0000000E+00  2.5779364E+21  2.9633869E+17  9.1696705E-03
   31   9.0000000E+01  0.0000000E+00  2.5769934E+21  3.1179491E+17  1.0252088E-02
   32   9.3000000E+01  0.0000000E+00  2.5760041E+21  3.7745782E+17  1.0792125E-02
   33   9.6000000E+01  0.0000000E+00  2.5750672E+21  4.0262061E+17  1.1458307E-02
   34   9.9000000E+01  0.0000000E+00  2.5740918E+21  4.9730907E+17  1.1709616E-02
   35   1.0200000E+02  0.0000000E+00  2.5731351E+21  6.1367544E+17  1.2311758E-02
   36   1.0500000E+02  0.0000000E+00  2.5722762E+21  7.4765285E+17  1.2311758E-02
   37   1.0800000E+02  0.0000000E+00  1.9164910E+21  1.1224531E+21  1.2452239E-02
