# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: hi.surface.density.r13p5.fits
# ABOUT CENTRAL POSITION (X1,Y1): 37,37 (PIXELS)
# TOTAL VALUE:  6.0498143E+24
# TOTAL STDEV:  3.9950283E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  4.9367384E+21  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  4.9141055E+21  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  4.8106888E+21  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  4.7539058E+21  1.0000000E-33  2.9284239E-02
    5   1.2000000E+01  0.0000000E+00  4.6912323E+21  9.5132826E+18  3.0685361E-02
    6   1.5000000E+01  0.0000000E+00  4.6032844E+21  2.7947994E+19  4.6131604E-02
    7   1.8000000E+01  0.0000000E+00  4.5183731E+21  1.4027597E+19  8.4812009E-02
    8   2.1000000E+01  0.0000000E+00  4.4390551E+21  2.3114020E+19  1.0211659E-01
    9   2.4000000E+01  0.0000000E+00  4.3521036E+21  2.5832234E+19  1.1489063E-01
   10   2.7000000E+01  0.0000000E+00  4.2606577E+21  2.4379495E+19  1.4814652E-01
   11   3.0000000E+01  0.0000000E+00  4.1700458E+21  2.6763133E+19  1.8029581E-01
   12   3.3000000E+01  0.0000000E+00  4.0774609E+21  2.3417669E+19  2.0402825E-01
   13   3.6000000E+01  0.0000000E+00  3.9708786E+21  3.3559900E+19  2.3557350E-01
   14   3.9000000E+01  0.0000000E+00  3.8365794E+21  4.2955973E+19  3.0440948E-01
   15   4.2000000E+01  0.0000000E+00  3.6875078E+21  4.3384595E+19  4.2984782E-01
   16   4.5000000E+01  0.0000000E+00  3.5334377E+21  4.4798949E+19  5.3476499E-01
   17   4.8000000E+01  0.0000000E+00  3.3747510E+21  4.1461548E+19  6.1860875E-01
   18   5.1000000E+01  0.0000000E+00  3.2192989E+21  4.3734725E+19  7.1197330E-01
   19   5.4000000E+01  0.0000000E+00  3.0520244E+21  5.7110682E+19  7.7786753E-01
   20   5.7000000E+01  0.0000000E+00  2.8147822E+21  8.3810991E+19  9.3351989E-01
   21   6.0000000E+01  0.0000000E+00  2.4613575E+21  1.1923429E+20  1.4966591E+00
   22   6.3000000E+01  0.0000000E+00  1.9165358E+21  1.8525060E+20  2.6157779E+00
   23   6.6000000E+01  0.0000000E+00  1.3124610E+21  1.5895611E+20  5.1279551E+00
   24   6.9000000E+01  0.0000000E+00  8.6820186E+20  9.9748243E+19  8.1387609E+00
   25   7.2000000E+01  0.0000000E+00  5.4072225E+20  7.5856726E+19  9.2962571E+00
   26   7.5000000E+01  0.0000000E+00  3.0115628E+20  5.5555284E+19  1.1126005E+01
   27   7.8000000E+01  0.0000000E+00  1.4683675E+20  3.2830526E+19  1.4337281E+01
   28   8.1000000E+01  0.0000000E+00  6.6488511E+19  1.5054047E+19  1.8314503E+01
   29   8.4000000E+01  0.0000000E+00  2.7591258E+19  6.6137598E+18  2.0993254E+01
   30   8.7000000E+01  0.0000000E+00  8.8636550E+18  4.2974652E+18  2.4184415E+01
   31   9.0000000E+01  0.0000000E+00 -1.9228229E+17  5.3424078E+18  2.4184415E+01
   32   9.3000000E+01  0.0000000E+00 -5.1272082E+17  2.5970230E+18  2.4184415E+01
   33   9.6000000E+01  0.0000000E+00 -2.5229465E+17  1.1679558E+18 -1.0000000E-33
   34   9.9000000E+01  0.0000000E+00 -2.3200752E+17  7.3823926E+17 -1.0000000E-33
   35   1.0200000E+02  0.0000000E+00 -1.8215913E+17  4.7709829E+17 -1.0000000E-33
   36   1.0500000E+02  0.0000000E+00 -5.2614624E+16  1.7374399E+17 -1.0000000E-33
