# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: thin.+hires.r500.cfg.00.surfden.fits
# ABOUT CENTRAL POSITION (X1,Y1): 39,39 (PIXELS)
# TOTAL VALUE:  2.7869751E+26
# TOTAL STDEV:  4.1019584E+23
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  6.1761789E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  6.1747696E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  6.1674779E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  6.1623988E+22  1.0000000E-33  1.7046573E-03
    5   1.2000000E+01  0.0000000E+00  6.1563455E+22  9.1402018E+18  2.0319343E-03
    6   1.5000000E+01  0.0000000E+00  6.1473063E+22  2.9904963E+19  3.4161910E-03
    7   1.8000000E+01  0.0000000E+00  6.1377296E+22  1.5938789E+19  6.5847681E-03
    8   2.1000000E+01  0.0000000E+00  6.1287305E+22  2.5084917E+19  8.5513363E-03
    9   2.4000000E+01  0.0000000E+00  6.1191221E+22  2.6263629E+19  9.5184035E-03
   10   2.7000000E+01  0.0000000E+00  6.1104697E+22  2.1296732E+19  1.1749969E-02
   11   3.0000000E+01  0.0000000E+00  6.1028913E+22  2.1205280E+19  1.1778613E-02
   12   3.3000000E+01  0.0000000E+00  6.0961773E+22  1.3050640E+19  1.1778613E-02
   13   3.6000000E+01  0.0000000E+00  6.0904016E+22  1.4909959E+19  1.1778613E-02
   14   3.9000000E+01  0.0000000E+00  6.0850615E+22  1.3974673E+19  1.1549097E-02
   15   4.2000000E+01  0.0000000E+00  6.0808097E+22  9.8556618E+18  1.0958951E-02
   16   4.5000000E+01  0.0000000E+00  6.0776044E+22  8.0900734E+18  1.0893688E-02
   17   4.8000000E+01  0.0000000E+00  6.0749676E+22  5.9437126E+18  9.4318678E-03
   18   5.1000000E+01  0.0000000E+00  6.0727655E+22  5.9677133E+18  7.6421119E-03
   19   5.4000000E+01  0.0000000E+00  6.0708256E+22  4.9658296E+18  6.7240273E-03
   20   5.7000000E+01  0.0000000E+00  6.0692351E+22  4.0657615E+18  5.9801004E-03
   21   6.0000000E+01  0.0000000E+00  6.0678809E+22  3.5794466E+18  5.5896294E-03
   22   6.3000000E+01  0.0000000E+00  6.0665273E+22  3.9286454E+18  4.8464494E-03
   23   6.6000000E+01  0.0000000E+00  6.0652720E+22  3.4443546E+18  4.5725597E-03
   24   6.9000000E+01  0.0000000E+00  6.0640731E+22  3.2022164E+18  4.4482724E-03
   25   7.2000000E+01  0.0000000E+00  6.0628443E+22  3.4243055E+18  4.5725597E-03
   26   7.5000000E+01  0.0000000E+00  6.0615218E+22  3.9462337E+18  4.7618516E-03
   27   7.8000000E+01  0.0000000E+00  6.0601101E+22  4.2067080E+18  5.3440121E-03
   28   8.1000000E+01  0.0000000E+00  6.0587451E+22  3.8047036E+18  5.9387889E-03
   29   8.4000000E+01  0.0000000E+00  6.0573998E+22  3.7252403E+18  5.9689553E-03
   30   8.7000000E+01  0.0000000E+00  6.0559479E+22  4.4548205E+18  6.1062393E-03
   31   9.0000000E+01  0.0000000E+00  6.0544527E+22  4.5211804E+18  6.8312285E-03
   32   9.3000000E+01  0.0000000E+00  6.0528893E+22  5.3399002E+18  7.2835820E-03
   33   9.6000000E+01  0.0000000E+00  6.0513891E+22  5.5715060E+18  7.8076574E-03
   34   9.9000000E+01  0.0000000E+00  6.0498668E+22  6.9125984E+18  7.8761348E-03
   35   1.0200000E+02  0.0000000E+00  6.0483589E+22  9.0925513E+18  8.1762484E-03
   36   1.0500000E+02  0.0000000E+00  6.0470474E+22  1.1811632E+19  8.1762484E-03
   37   1.0800000E+02  0.0000000E+00  6.0456246E+22  1.6056918E+19  8.3502076E-03
   38   1.1100000E+02  0.0000000E+00  4.4767956E+22  2.6546605E+22  8.3532234E-03
