! validate_calib3.py -- the corrections measured on the models
!
! 332 nodes
!
! integrated over the mask, corrected divided by true:
!   uncorrected  median 0.6334, 16th and 84th 0.4192 0.9071
!   hicorrect2   median 0.8675, 16th and 84th 0.7663 0.9550
!   table, column median 0.9280, 16th and 84th 0.8719 0.9686
!   table, column and T median 0.9553, 16th and 84th 0.8943 0.9965
!   table, all three median 0.9461, 16th and 84th 0.8961 0.9915
!   hicorrect3.py median 0.9469, 16th and 84th 0.8955 0.9915
!
! relative residual against the radius from the center of the core, median over the nodes
!   radius    uncorrect   hicorrect2       column     column+T    all three   hicorrect3
       3.0      -0.5459      -0.2246      -0.1530      -0.0971      -0.1030      -0.1013
       9.0      -0.5011      -0.2062      -0.1243      -0.0736      -0.0879      -0.0865
      15.0      -0.3876      -0.1458      -0.0822      -0.0426      -0.0522      -0.0509
      21.0      -0.3580      -0.1115      -0.0587      -0.0200      -0.0289      -0.0282
      27.0      -0.3421      -0.1015      -0.0510      -0.0213      -0.0271      -0.0265
      33.0      -0.3280      -0.0867      -0.0469      -0.0208      -0.0298      -0.0295
      39.0      -0.3646      -0.0886      -0.0513      -0.0220      -0.0307      -0.0306
      45.0      -0.3637      -0.0908      -0.0550      -0.0209      -0.0313      -0.0328
      51.0      -0.3647      -0.0868      -0.0508      -0.0220      -0.0343      -0.0346
      57.0      -0.3761      -0.0851      -0.0545      -0.0262      -0.0414      -0.0403
      63.0      -0.3697      -0.0863      -0.0528      -0.0232      -0.0390      -0.0388
      69.0      -0.3663      -0.0835      -0.0528      -0.0207      -0.0348      -0.0355
      75.0      -0.3646      -0.0780      -0.0498      -0.0244      -0.0399      -0.0411
      81.0      -0.3706      -0.0743      -0.0509      -0.0277      -0.0407      -0.0411
      87.0      -0.3773      -0.0740      -0.0520      -0.0292      -0.0395      -0.0403
      93.0      -0.3700      -0.0717      -0.0474      -0.0280      -0.0368      -0.0370
      99.0      -0.3755      -0.0738      -0.0493      -0.0287      -0.0385      -0.0383
     105.0      -0.3789      -0.0737      -0.0510      -0.0278      -0.0395      -0.0394
     111.0      -0.3841      -0.0716      -0.0490      -0.0293      -0.0393      -0.0393
     117.0      -0.3834      -0.0692      -0.0494      -0.0338      -0.0390      -0.0390
     123.0      -0.3846      -0.0702      -0.0516      -0.0322      -0.0427      -0.0427
     129.0      -0.3840      -0.0672      -0.0489      -0.0299      -0.0384      -0.0384
     135.0      -0.4307      -0.0718      -0.0486      -0.0310      -0.0398      -0.0400
     141.0      -0.4842      -0.0732      -0.0494      -0.0340      -0.0435      -0.0435
     147.0      -0.4801      -0.0720      -0.0490      -0.0342      -0.0415      -0.0418
     153.0      -0.3818      -0.0681      -0.0476      -0.0342      -0.0379      -0.0378
     159.0      -0.4801      -0.0717      -0.0507      -0.0342      -0.0415      -0.0418
     165.0      -0.4842      -0.0715      -0.0502      -0.0367      -0.0411      -0.0412
     171.0      -0.3809      -0.0712      -0.0484      -0.0366      -0.0409      -0.0411
     177.0      -0.3804      -0.0710      -0.0487      -0.0341      -0.0403      -0.0402
     183.0      -0.3804      -0.0707      -0.0486      -0.0341      -0.0400      -0.0399
     189.0      -0.3803      -0.0703      -0.0486      -0.0341      -0.0396      -0.0396
     195.0      -0.3799      -0.0698      -0.0477      -0.0335      -0.0395      -0.0395
     201.0      -0.3797      -0.0696      -0.0479      -0.0384      -0.0394      -0.0394
     207.0      -0.3797      -0.0694      -0.0469      -0.0391      -0.0391      -0.0392
     213.0      -0.3797      -0.0692      -0.0450      -0.0390      -0.0390      -0.0390
     219.0      -0.3797      -0.0689      -0.0443      -0.0391      -0.0390      -0.0390
     225.0      -0.4300      -0.0717      -0.0476      -0.0395      -0.0424      -0.0431
     231.0      -0.4844      -0.0787      -0.0498      -0.0363      -0.0452      -0.0472
