# MODFITS = Modify FITS Image & Header = Aug 18 2026 20:57    
# Alexander Men’shchikov, DAp IRFU CEA Saclay, France.
# Using CFITSIO library version 4.010 by William D Pence.
#
# AZIMUTHALLY-AVERAGED RADIAL PROFILE EXTRACTED FROM IMAGE: nc.surfdens.r13p5x0.rs3p0as.fits
# ABOUT CENTRAL POSITION (X1,Y1): 54,54 (PIXELS)
# TOTAL VALUE:  6.2798934E+25
# TOTAL STDEV:  3.3285050E+21
#
# TABULATED QUANTITIES:
#
#   N ........ Radial coordinate in pixels
#   ARCSEC ... Radial coordinate in acseconds
#   ARCSECM .. Radial coordinate in acseconds (zero in the middle)
#   VALUE .... Azimuthally-averaged image value at radial coordinate
#   STDEV .... Azimuthal standard deviations of image values
#   SLOPE .... Logarithmic slope of the radial profile
#
#   N      ARCSEC        ARCSECM         VALUE          STDEV          SLOPE
#
    1   0.0000000E+00  0.0000000E+00  1.2978267E+22  1.0000000E-33 -1.0000000E-33
    2   3.0000000E+00  0.0000000E+00  1.2948399E+22  1.0000000E-33 -1.0000000E-33
    3   6.0000000E+00  0.0000000E+00  1.2790501E+22  1.0000000E-33 -1.0000000E-33
    4   9.0000000E+00  0.0000000E+00  1.2677190E+22  1.0000000E-33  1.7700940E-02
    5   1.2000000E+01  0.0000000E+00  1.2537961E+22  2.1329909E+19  2.1946244E-02
    6   1.5000000E+01  0.0000000E+00  1.2320036E+22  7.3845291E+19  3.8387535E-02
    7   1.8000000E+01  0.0000000E+00  1.2075719E+22  4.2359660E+19  7.8577682E-02
    8   2.1000000E+01  0.0000000E+00  1.1828126E+22  7.1872581E+19  1.0986141E-01
    9   2.4000000E+01  0.0000000E+00  1.1540553E+22  8.2840490E+19  1.3439096E-01
   10   2.7000000E+01  0.0000000E+00  1.1254186E+22  7.5380814E+19  1.8432449E-01
   11   3.0000000E+01  0.0000000E+00  1.0972560E+22  8.3567817E+19  2.1333344E-01
   12   3.3000000E+01  0.0000000E+00  1.0690705E+22  5.9142444E+19  2.4053113E-01
   13   3.6000000E+01  0.0000000E+00  1.0410279E+22  7.8229509E+19  2.7303452E-01
   14   3.9000000E+01  0.0000000E+00  1.0106861E+22  8.6952619E+19  3.0548808E-01
   15   4.2000000E+01  0.0000000E+00  9.8201145E+21  7.3521990E+19  3.6954335E-01
   16   4.5000000E+01  0.0000000E+00  9.5632762E+21  7.0638533E+19  3.8413254E-01
   17   4.8000000E+01  0.0000000E+00  9.3151112E+21  6.1643892E+19  3.8837518E-01
   18   5.1000000E+01  0.0000000E+00  9.0727925E+21  7.0973705E+19  4.0739126E-01
   19   5.4000000E+01  0.0000000E+00  8.8291324E+21  6.6644128E+19  4.3477116E-01
   20   5.7000000E+01  0.0000000E+00  8.6079296E+21  5.9163134E+19  4.6928483E-01
   21   6.0000000E+01  0.0000000E+00  8.4089518E+21  5.3865522E+19  4.6928483E-01
   22   6.3000000E+01  0.0000000E+00  8.2068466E+21  5.8544697E+19  4.7627891E-01
   23   6.6000000E+01  0.0000000E+00  8.0234195E+21  4.9499385E+19  4.8589938E-01
   24   6.9000000E+01  0.0000000E+00  7.8569101E+21  4.3113650E+19  4.8589938E-01
   25   7.2000000E+01  0.0000000E+00  7.6972960E+21  4.2489265E+19  4.8589938E-01
   26   7.5000000E+01  0.0000000E+00  7.5389940E+21  4.4887423E+19  4.8589938E-01
   27   7.8000000E+01  0.0000000E+00  7.3843311E+21  4.3572505E+19  5.0904779E-01
   28   8.1000000E+01  0.0000000E+00  7.2468095E+21  3.6112257E+19  5.0904779E-01
   29   8.4000000E+01  0.0000000E+00  7.1211473E+21  3.2696920E+19  5.0904779E-01
   30   8.7000000E+01  0.0000000E+00  6.9947558E+21  3.6391609E+19  5.1033017E-01
   31   9.0000000E+01  0.0000000E+00  6.8703389E+21  3.3770884E+19  5.1033017E-01
   32   9.3000000E+01  0.0000000E+00  6.7442190E+21  3.6803100E+19  5.2939351E-01
   33   9.6000000E+01  0.0000000E+00  6.6184360E+21  3.5461739E+19  5.6504561E-01
   34   9.9000000E+01  0.0000000E+00  6.4894694E+21  3.7787803E+19  5.9298797E-01
   35   1.0200000E+02  0.0000000E+00  6.3557500E+21  3.9954812E+19  6.3949479E-01
   36   1.0500000E+02  0.0000000E+00  6.2324775E+21  2.9598153E+19  6.7566910E-01
   37   1.0800000E+02  0.0000000E+00  6.1322825E+21  2.3920222E+19  6.7566910E-01
   38   1.1100000E+02  0.0000000E+00  6.0624468E+21  1.4222043E+19  6.7566910E-01
   39   1.1400000E+02  0.0000000E+00  6.0219717E+21  7.7065028E+18  5.7530680E-01
   40   1.1700000E+02  0.0000000E+00  6.0040482E+21  2.8565766E+18  4.1802865E-01
   41   1.2000000E+02  0.0000000E+00  5.9979069E+21  8.0012967E+17  2.5118796E-01
   42   1.2300000E+02  0.0000000E+00  5.9960099E+21  2.6207769E+17  1.1475419E-01
   43   1.2600000E+02  0.0000000E+00  5.9954140E+21  9.6796194E+16  4.0421354E-02
   44   1.2900000E+02  0.0000000E+00  5.9951258E+21  7.3539555E+16  1.2810341E-02
   45   1.3200000E+02  0.0000000E+00  5.9948885E+21  6.6249836E+16  4.1242693E-03
   46   1.3500000E+02  0.0000000E+00  5.9946621E+21  6.3958618E+16  2.0430602E-03
   47   1.3800000E+02  0.0000000E+00  5.9944299E+21  6.9632892E+16  1.7631196E-03
   48   1.4100000E+02  0.0000000E+00  5.9941891E+21  6.8546182E+16  1.7631196E-03
   49   1.4400000E+02  0.0000000E+00  5.9939409E+21  7.2767374E+16  1.8672923E-03
   50   1.4700000E+02  0.0000000E+00  5.9936890E+21  7.1113221E+16  1.9671704E-03
   51   1.5000000E+02  0.0000000E+00  5.9934240E+21  8.1244287E+16  2.0376807E-03
   52   1.5300000E+02  0.0000000E+00  5.9931562E+21  7.9268901E+16  2.1890296E-03
   53   1.5600000E+02  0.0000000E+00  5.9928949E+21  7.4237862E+16  2.2461138E-03
