# Real Aquila sources used as the target distribution for the
# injection test.  Written by build_joint_target_v3.py from
#   Aquila-Guoyin/Aquila.sw.sources.ok.cat
#   Aquila-Guoyin/Aquila.sw.sources.ok.add.cat
# Assumed distance 260 pc.  1030 sources.
#
# Columns
#   1 M_reported   reported SED mass of the source          (M_sun)
#   2 Sigma_cloud  background column density, PEAK^BGF      (cm^-2)
#   3 contrast     PEAK^SBF / PEAK^BGF, exceeds unity       (-)
#   4 AFWHM_SD     major axis at half maximum in the        (arcsec)
#                  surface-density image at 13.5 arcsec
#
# M_reported   5th   0.008244  25th     0.0471  median      0.108  75th     0.3517  95th      2.361
# Sigma_cloud  5th  2.633e+21  25th  3.695e+21  median  5.036e+21  75th  8.258e+21  95th  1.925e+22
# contrast     5th      1.107  25th      1.166  median      1.235  75th      1.369  95th      1.799
# AFWHM_SD     5th      16.21  25th       28.6  median      37.78  75th      48.34  95th      75.54
#
#     M_reported    Sigma_cloud     contrast     AFWHM_SD
    5.327501e-01   8.646000e+21      1.33056       54.680
    9.135811e-01   5.164000e+21      1.50852       26.720
    8.153101e-01   1.491000e+22      1.53535       20.720
    3.486512e+00   6.779000e+21      1.31642       33.550
    2.772586e-03   2.235000e+21      1.12984       14.540
    1.159485e-01   4.581000e+21      1.20371       44.610
    2.259534e-02   4.733000e+21      1.38348       25.450
    8.464328e+00   2.311000e+22      1.53656       24.570
    1.594296e-01   3.841000e+21      1.16636      112.900
    1.470769e-03   3.210000e+21      1.15056       14.010
    3.827205e-01   1.031000e+22      1.54452       21.800
    2.362633e-02   2.558000e+21      1.10051       26.970
    9.539756e-02   4.224000e+21      1.13707       57.230
    5.966602e-02   6.223000e+21      1.21356       36.380
    1.161003e-01   4.829000e+21      1.18395       53.390
    5.227371e-02   3.275000e+21      1.21151       27.550
    6.508994e-01   1.546000e+22      1.43525       23.440
    1.228606e+00   8.666000e+21      1.43365      111.200
    3.074709e-02   5.548000e+21      1.10681       54.590
    3.380493e-02   3.371000e+21      1.11106       45.610
    1.021240e-03   2.052000e+21      1.13704       16.460
    3.739378e-01   4.750000e+21      1.31137       28.450
    8.060370e-02   4.974000e+21      1.13556       47.380
    6.357397e-02   3.452000e+21      1.12144       59.890
    1.520255e-01   4.409000e+21      1.22289       59.040
    6.982391e-02   2.754000e+21      1.33079       30.940
    6.044819e-02   5.337000e+21      1.18308       43.730
    2.040513e-02   5.363000e+21      1.23010       26.740
    3.987682e-02   6.435000e+21      1.20839       23.780
    6.845122e-02   5.081000e+21      1.27160       36.850
    4.288716e+00   2.518000e+22      1.34357       24.700
    2.592596e-01   6.443000e+21      1.30995       34.070
    1.593284e+00   1.103000e+22      1.49402       26.420
    5.049315e-02   2.769000e+21      1.36403       31.840
    2.461927e-04   2.596000e+21      1.17018       66.860
    3.551230e-02   2.632000e+21      1.37006       32.840
    4.149476e-01   5.348000e+21      1.27767      107.300
    2.532496e-02   2.724000e+21      1.21667       32.610
    5.179924e-02   7.823000e+21      1.35549       25.770
    6.867408e-02   4.945000e+21      1.18997       48.100
    9.240850e-02   5.505000e+21      1.18311       50.060
    1.598484e+01   7.422000e+22      1.22864       21.010
    8.692052e-02   5.213000e+21      1.33954       26.700
    1.010169e-01   4.947000e+21      1.29594       37.030
    6.695918e-02   4.234000e+21      1.20964       49.150
    6.112394e-01   6.851000e+21      1.29456       28.390
    2.504731e-02   8.180000e+21      1.16822       15.710
    4.423977e-01   4.937000e+21      1.22200       51.490
    5.993202e-02   2.823000e+21      1.17506       39.540
    7.118530e-02   4.023000e+21      1.16122       40.780
    4.218105e-02   3.847000e+21      1.17390       45.120
    8.097661e-02   6.772000e+21      1.27245       43.050
    5.684640e-01   1.200000e+22      1.32950       25.110
    2.222523e-01   5.798000e+21      1.16231       58.230
    1.059657e-01   4.045000e+21      1.36316       16.030
    8.152523e-03   2.331000e+21      1.19052       19.190
    1.328683e-01   5.956000e+21      1.26478       60.530
    6.821872e-02   3.466000e+21      1.24593       27.550
    1.041584e-01   6.167000e+21      1.21712       42.360
    6.485316e-02   5.437000e+21      1.19110       39.580
    5.617733e-02   5.039000e+21      1.17960       41.240
    1.059716e-01   4.164000e+21      1.16232       40.200
    1.299964e-01   6.379000e+21      1.18733       55.920
    2.519925e+00   1.105000e+22      1.45385       30.430
    1.654869e-03   3.188000e+21      1.15552       14.710
    1.086901e-01   3.228000e+21      1.48575       26.960
    1.057435e-01   3.639000e+21      1.50041       31.410
    1.099834e+00   9.256000e+21      1.21035       45.190
    5.331642e-02   5.180000e+21      1.13575       42.360
    1.357128e+00   1.415000e+22      1.34240       71.120
    3.035029e-02   1.750000e+21      1.21731       18.190
    3.820980e-02   5.268000e+21      1.15737       47.520
    9.947120e-02   4.149000e+21      1.18209       46.540
    6.184112e-02   4.577000e+21      1.34783       29.430
    1.218066e-01   5.884000e+21      1.17777       51.810
    7.567086e-02   4.116000e+21      1.17991       38.190
    5.570051e-02   4.192000e+21      1.19797       42.220
    1.331914e-02   3.186000e+21      1.14579       37.610
    1.325599e-01   5.213000e+21      1.13862       81.080
    1.216617e-01   1.521000e+22      1.37857       19.690
    4.174394e-02   3.396000e+21      1.15239       34.160
    1.469451e-02   4.374000e+21      1.12227       28.020
    9.670853e-02   3.652000e+21      1.14543       47.760
    2.603257e-02   3.879000e+21      1.13217       52.960
    2.727435e+01   3.796000e+22      1.77740       25.460
    2.396253e+00   1.336000e+22      1.51564       20.460
    1.018954e+00   9.766000e+21      1.33422       47.370
    5.165024e-02   3.487000e+21      1.32205       33.450
    6.352384e-02   6.703000e+21      1.35954       22.840
    1.180827e-02   3.114000e+21      1.17839       30.490
    4.547436e-01   1.633000e+22      1.31892       32.640
    6.840677e-02   3.040000e+21      1.13944       58.530
    1.273395e-01   2.192000e+22      1.64142       18.040
    4.493928e-02   4.936000e+21      1.16161       35.580
    1.522532e-01   2.503000e+21      1.22681       30.060
    2.814008e+00   1.345000e+22      1.33703       29.760
    3.131849e-02   9.112000e+21      1.13510       30.560
    4.552129e-02   3.715000e+21      1.17755       36.680
    8.039530e-02   5.291000e+21      1.20355       47.950
    2.198290e-01   8.681000e+21      1.18696       75.030
    8.258128e-01   2.341000e+22      1.56215       26.950
    1.230306e-01   3.364000e+21      1.15556       46.810
    4.686627e-02   5.508000e+21      1.19099       41.040
    9.998008e-02   5.481000e+21      1.21456       33.930
    3.558030e-02   3.077000e+21      1.13273       59.850
    1.150380e-01   4.471000e+21      1.22903       28.440
    5.422955e-01   1.650000e+22      1.41679       29.650
    3.775259e-01   6.065000e+21      1.18813       59.990
    4.452157e-02   2.667000e+21      1.07852       50.990
    2.590870e-03   3.110000e+21      1.10682       17.890
    7.289846e-02   3.083000e+21      1.12468       57.480
    9.944747e-02   5.112000e+21      1.21655       42.940
    1.936809e-01   6.192000e+21      1.40342       38.420
    4.867751e-01   6.314000e+21      1.18847       46.590
    5.804470e-02   7.214000e+21      1.25395       32.760
    1.484817e-01   4.093000e+21      1.47862       56.260
    2.926497e-02   3.471000e+21      1.12337       47.820
    4.239695e-03   1.585000e+21      1.18196       17.030
    7.059135e+00   2.653000e+22      1.61214       20.740
    2.005917e-01   9.823000e+21      1.28199       29.770
    1.348329e-01   4.097000e+21      1.27288       39.840
    8.255228e-02   4.281000e+21      1.17089       35.780
    8.515774e-02   2.805000e+21      1.29647       31.030
    8.350730e-02   6.338000e+21      1.15137       45.390
    5.770263e-02   4.617000e+21      1.18023       46.740
    2.440342e-02   1.061000e+22      1.12130       39.830
    6.503975e-02   4.203000e+21      1.19113       62.120
    5.088909e-02   3.372000e+21      1.16189       45.190
    2.625032e-02   6.538000e+21      1.33925       18.520
    8.484902e-02   5.539000e+21      1.22188       34.350
    2.323101e-02   3.416000e+21      1.15547       30.140
    7.407823e-02   2.902000e+21      1.10989       64.330
    4.465991e-02   3.762000e+21      1.30914       33.370
    1.162088e-01   1.156000e+22      1.22318       41.140
    7.428333e-02   3.631000e+21      1.34150       33.830
    5.349665e-02   3.974000e+21      1.14230       29.140
    1.953595e-01   7.842000e+21      1.25414       29.200
    4.471983e-02   4.982000e+21      1.24147       36.400
    1.169023e-01   3.972000e+21      1.36631       38.210
    2.849694e-02   4.837000e+21      1.14075       40.580
    1.296854e+00   9.840000e+21      1.28343       27.240
    3.026575e-02   4.058000e+21      1.19717       35.390
    4.014030e-01   1.124000e+22      1.23461       70.850
    6.587560e-02   5.528000e+21      1.15503       50.300
    1.888446e+00   5.786000e+22      1.42361       18.110
    1.610640e-01   4.759000e+21      1.34860       32.800
    1.080525e-01   4.477000e+21      1.15861       61.070
    1.736365e-01   6.476000e+21      1.20676       52.470
    3.427945e-01   7.855000e+21      1.57110       38.280
    4.896848e-02   3.840000e+21      1.14247       35.820
    2.871846e-02   4.595000e+21      1.25223       29.640
    3.737884e-01   1.123000e+22      1.12663       22.030
    6.011186e+01   2.526000e+22      1.32617       22.980
    4.367435e-02   4.766000e+21      1.08749       44.800
    4.765849e-01   6.629000e+21      1.29703       26.440
    1.318539e-01   4.932000e+21      1.16423       59.480
    3.018244e-02   3.108000e+21      1.13320       44.350
    1.263427e-01   5.480000e+21      1.21387       51.510
    9.289738e-02   3.511000e+21      1.21341       36.380
    3.257642e-01   4.491000e+21      1.32220       54.020
    2.945816e-01   1.204000e+22      1.22616       45.480
    5.225612e-02   4.720000e+21      1.18343       44.570
    2.619862e+00   1.504000e+22      1.51616       35.520
    1.462522e-03   3.618000e+21      1.20265       14.520
    1.065917e-01   5.968000e+21      1.23090       53.280
    2.916830e-02   3.158000e+21      1.16602       33.630
    4.426476e-01   5.150000e+21      1.40835       39.460
    1.576533e-02   3.192000e+21      1.12306       30.870
    6.842637e-02   5.969000e+21      1.11416       58.540
    1.768853e-02   3.184000e+21      1.13210       36.590
    1.038169e-01   4.593000e+21      1.13142       47.100
    8.991455e-02   4.259000e+21      1.10803       48.840
    1.725117e+00   1.152000e+22      1.19852       21.580
    1.061388e+00   1.367000e+22      1.43233       25.480
    1.747366e-02   2.878000e+21      1.13318       43.790
    1.650040e-02   3.239000e+21      1.16400       28.580
    1.638533e-01   6.401000e+21      1.17825       81.440
    6.292491e-01   1.185000e+22      1.28076       27.920
    2.157686e-01   7.095000e+21      1.28259       43.780
    8.872793e+00   1.125000e+22      1.42231       39.400
    1.574480e-02   2.849000e+21      1.06876       73.900
    1.142253e-01   4.406000e+21      1.19219       35.750
    4.591386e-02   4.245000e+21      1.14744       56.190
    5.922612e-01   6.586000e+21      1.29973       50.560
    8.161662e-01   5.865000e+21      1.29139       42.790
    6.860653e-02   3.214000e+21      1.18535       32.360
    3.685757e-02   3.877000e+21      1.24019       32.860
    7.544510e-02   4.594000e+21      1.23226       38.780
    5.265111e-02   3.511000e+21      1.17488       43.570
    3.092703e-02   3.159000e+21      1.18515       20.020
    6.838351e-02   5.431000e+21      1.19720       38.790
    1.696956e-01   4.845000e+21      1.15567       44.600
    6.288156e-01   4.668000e+21      1.41688       39.290
    6.929713e-02   3.229000e+21      1.28928       30.580
    1.068005e-01   3.805000e+21      1.26649       25.440
    5.461003e-02   3.685000e+21      1.15330       47.670
    1.639669e-01   3.337000e+21      1.25328       29.830
    1.929034e-01   5.114000e+21      1.23465       40.510
    8.070999e-01   2.447000e+22      1.30715       56.590
    2.527595e+00   1.339000e+22      1.40822       31.450
    3.437877e-02   3.159000e+21      1.16008       34.720
    8.155046e-02   1.047000e+22      1.40850       25.720
    2.341969e-01   1.179000e+22      1.22901       53.230
    1.090009e-01   6.131000e+21      1.21383       42.970
    1.726947e-01   1.623000e+22      1.33407       23.370
    3.538249e-01   5.924000e+21      1.31769       75.840
    1.148251e-01   5.282000e+21      1.44017       33.460
    3.034027e-01   6.754000e+21      1.18448       62.480
    2.112034e-02   3.840000e+21      1.16596       24.550
    9.040355e-02   7.296000e+21      1.37020       30.460
    1.639242e-01   5.887000e+21      1.31085       37.560
    7.045911e-01   5.576000e+21      1.36836       96.080
    5.576905e-02   5.279000e+21      1.16759       32.150
    2.863909e-02   3.327000e+21      1.17271       39.140
    1.638607e-02   2.960000e+21      1.17858       29.090
    1.565117e-02   7.658000e+21      1.16545       24.640
    7.154965e-02   6.752000e+21      1.46357       25.860
    3.083134e-01   6.791000e+21      1.46002       38.560
    7.745422e-02   5.188000e+21      1.15652       50.720
    1.227110e-01   4.911000e+21      1.23478       39.690
    3.519756e-02   4.690000e+21      1.25096       27.280
    4.495133e-02   3.298000e+21      1.14612       68.920
    1.731857e-02   2.600000e+21      1.06096       70.360
    5.550725e-02   3.883000e+21      1.18146       45.760
    3.428610e-02   4.642000e+21      1.20424       31.160
    8.809284e-02   6.000000e+21      1.19783       54.230
    2.621879e-02   7.285000e+21      1.12442       33.640
    6.636277e-02   7.721000e+21      1.12606       49.090
    1.590118e+01   1.104000e+22      1.27038       52.300
    5.878910e-02   3.961000e+21      1.14802       40.560
    1.498600e-01   5.498000e+21      1.20953       70.150
    1.076093e-01   3.953000e+21      1.24875       43.740
    6.049712e-02   4.584000e+21      1.38983       28.670
    1.046930e-01   5.340000e+21      1.14245       48.810
    7.519559e-02   8.900000e+21      1.41888       31.250
    1.747441e-01   8.741000e+21      1.60188       21.670
    6.678179e-02   3.514000e+21      1.41890       28.450
    4.455144e-02   4.776000e+21      1.17986       37.790
    3.567445e-01   4.657000e+21      1.16012       53.330
    4.692530e-01   4.866000e+21      1.36786       27.420
    1.353093e-01   4.992000e+21      1.17069       71.550
    5.425504e-02   3.608000e+21      1.20904       42.830
    1.116092e+00   2.692000e+22      1.35516       31.400
    7.624657e-02   5.359000e+21      1.21385       29.160
    1.177746e+00   5.673000e+21      1.34232       45.040
    9.833164e-02   3.434000e+21      1.14694       48.420
    5.434605e-01   8.392000e+21      1.39490       37.730
    2.268925e-02   3.522000e+21      1.14006       35.870
    1.176256e-01   4.722000e+21      1.19680       38.020
    1.054219e-01   5.337000e+21      1.19786       53.970
    3.663395e-02   8.583000e+21      1.08612       49.320
    8.090337e-01   1.907000e+22      1.62559       26.010
    5.455672e-02   3.363000e+21      1.21763       30.600
    7.338215e-02   2.325000e+21      1.27178       87.960
    4.837692e-02   7.995000e+21      1.36610       20.000
    1.366600e-01   5.131000e+21      1.25434       41.540
    1.238766e-01   5.767000e+21      1.14474       48.280
    1.171655e+01   1.393000e+22      1.34738       31.890
    9.901775e-02   3.705000e+21      1.16281       74.210
    9.525834e-01   6.421000e+21      1.18985       34.550
    8.340928e-02   3.194000e+21      1.12167       42.930
    1.995974e-01   1.232000e+22      1.20617       49.010
    6.649387e-02   3.710000e+21      1.27170       36.600
    3.549741e-02   4.044000e+21      1.15509       33.060
    1.963146e-01   4.096000e+21      1.23286       40.200
    1.135094e+00   4.174000e+21      1.23352       25.830
    7.411746e-02   4.861000e+21      1.12878       59.850
    8.600506e-01   1.379000e+22      1.39021       19.880
    6.978386e-02   4.133000e+21      1.22187       27.660
    7.012084e-02   5.035000e+21      1.15382       27.810
    2.122479e-01   3.823000e+21      1.45174       33.920
    1.551920e-02   3.192000e+21      1.17274       28.860
    1.036076e-01   5.091000e+21      1.18686       44.880
    3.903010e-02   3.761000e+21      1.18352       37.130
    6.042076e-02   3.767000e+21      1.18107       42.870
    8.898214e-02   5.472000e+21      1.19390       46.610
    2.996587e-02   4.604000e+21      1.21764       26.240
    1.822870e-01   3.269000e+21      1.20590       84.500
    9.859560e-02   3.497000e+21      1.16234       68.930
    8.653624e-03   2.630000e+21      1.06817       43.860
    3.022158e-01   7.502000e+21      1.21288       55.790
    5.248843e-02   3.457000e+21      1.11073       47.090
    1.167856e+00   1.877000e+22      1.25003       18.580
    7.737682e-02   3.438000e+21      1.36620       32.930
    4.105498e-02   5.489000e+21      1.22900       39.420
    5.520457e-02   6.674000e+21      1.14104       37.070
    5.637559e-02   3.691000e+21      1.27228       33.070
    5.167729e-02   3.814000e+21      1.16439       37.980
    9.556951e-02   5.951000e+21      1.23475       35.960
    1.191192e-01   4.382000e+21      1.14758       46.010
    2.957381e-02   5.371000e+21      1.19829       49.840
    3.107551e-01   6.291000e+21      1.35384       29.960
    3.771138e-02   5.191000e+21      1.08931       41.150
    5.259444e-02   2.780000e+21      1.13572       66.780
    3.903455e-02   6.849000e+21      1.20587       23.730
    6.509907e-03   2.577000e+21      1.10691       24.820
    2.048353e-02   2.396000e+21      1.31678       23.470
    4.926017e+00   1.104000e+22      1.20933       30.590
    4.187229e-02   3.575000e+21      1.15186       33.800
    1.415752e-01   2.380000e+21      1.29954       44.760
    1.044937e-01   3.529000e+21      1.25645       36.880
    3.714798e-02   4.992000e+21      1.14042       33.030
    1.195921e-01   4.859000e+21      1.26816       57.610
    1.933227e-02   3.985000e+21      1.16356       32.470
    4.069776e-02   5.672000e+21      1.16835       40.960
    5.696480e-02   4.086000e+21      1.08306       52.030
    4.563341e-01   4.131000e+21      1.14357       35.360
    7.977812e-02   3.917000e+21      1.16130       44.830
    1.360426e-02   3.498000e+21      1.12553       37.060
    8.740561e-02   5.536000e+21      1.16273       56.140
    1.397790e-01   8.547000e+21      1.27600       30.000
    2.228883e-01   4.668000e+21      1.29220       30.700
    5.280789e-02   7.202000e+21      1.12001       32.540
    8.572727e-02   4.107000e+21      1.20015       30.210
    7.145007e-01   5.292000e+21      1.43159       40.650
    4.198890e-01   7.194000e+21      1.32972       34.330
    8.357841e-02   3.736000e+21      1.16357       55.310
    9.516673e-02   4.024000e+21      1.21797       22.750
    3.224191e-01   2.285000e+22      1.24464       30.870
    3.376108e-02   4.852000e+21      1.12966       65.730
    4.901040e-02   6.842000e+21      1.42678       29.390
    1.617784e-01   5.551000e+21      1.14318       54.780
    2.116265e+00   2.294000e+22      1.51962       28.260
    3.495149e-02   3.803000e+21      1.14042       34.410
    2.333787e-02   4.240000e+21      1.16210       44.000
    2.839995e-02   3.231000e+21      1.17617       47.100
    3.829644e+00   3.023000e+22      1.57989       33.370
    3.771843e-01   4.522000e+21      1.23264      120.800
    7.315556e-02   3.454000e+21      1.15744       40.130
    1.753500e-02   3.112000e+21      1.11160       30.560
    2.386838e-01   5.180000e+21      1.24517       72.320
    4.417204e-02   2.834000e+21      1.17336       64.230
    1.260973e-02   2.739000e+21      1.15557       35.960
    8.880488e-02   5.168000e+21      1.25252       26.170
    1.390886e-01   9.584000e+21      1.38794       32.990
    6.618297e-03   2.438000e+21      1.16710       20.560
    1.885557e-01   2.765000e+22      1.35262       21.510
    5.462670e-02   4.602000e+21      1.15404       36.310
    1.765722e-02   2.734000e+21      1.13508       35.520
    1.080314e-01   3.975000e+21      1.19235       26.230
    1.326381e-01   6.242000e+21      1.31096       33.890
    7.934389e-02   3.569000e+21      1.15842       40.150
    1.812664e-02   3.795000e+21      1.14812       40.900
    1.761284e-01   5.034000e+21      1.24613       54.200
    1.804222e-01   4.363000e+21      1.10440       72.470
    1.469382e-01   6.440000e+21      1.18773       37.310
    1.784117e-01   6.664000e+21      1.28661       34.180
    4.084832e-02   5.208000e+21      1.25979       30.420
    3.992403e-02   3.773000e+21      1.28518       28.080
    8.416132e+00   7.839000e+22      1.42569       33.100
    1.562420e-02   2.796000e+21      1.12986       45.250
    1.023684e-01   4.547000e+21      1.22960       30.210
    5.418766e-02   2.748000e+21      1.09825       48.290
    4.465335e-01   1.076000e+22      1.30948       35.220
    5.874373e-01   4.746000e+21      1.13786       53.100
    1.395352e-02   3.108000e+21      1.18993       24.120
    1.052060e-01   3.733000e+21      1.21516       32.200
    5.817877e-02   4.476000e+21      1.28128       42.200
    3.293202e-02   3.735000e+21      1.12203       48.600
    2.693171e-02   4.429000e+21      1.12278       38.020
    2.440145e-01   3.938000e+21      1.28238       42.870
    5.650680e-02   3.672000e+21      1.27198       33.970
    2.617609e-02   2.984000e+21      1.09400       52.710
    1.310337e-02   2.932000e+21      1.18281       26.740
    1.406422e-01   5.593000e+21      1.13040       96.080
    1.345509e-02   2.347000e+21      1.17750       31.960
    4.224896e-02   3.377000e+21      1.12008       35.440
    3.529509e-01   1.104000e+22      1.23913       24.690
    3.220079e-02   3.884000e+21      1.13097       41.380
    3.701650e+00   1.364000e+22      1.36899       39.430
    1.024654e+00   5.335000e+21      1.23899       35.810
    3.357522e-02   6.891000e+21      1.21419       25.830
    1.343270e+00   1.823000e+22      1.44728       22.470
    9.633880e-01   1.833000e+22      1.33301       28.830
    4.554092e-02   5.121000e+21      1.11226       53.870
    3.041625e-02   3.336000e+21      1.10084       39.600
    4.026172e-02   3.978000e+21      1.06757       43.200
    1.788800e+00   2.253000e+22      1.22197       23.670
    3.416614e-02   3.648000e+21      1.19202       28.780
    2.475876e-02   2.804000e+21      1.11530       51.510
    4.192830e-01   8.888000e+21      1.35869       78.760
    3.098921e-01   3.709000e+21      1.24543       89.420
    1.205978e-01   4.096000e+21      1.27686       34.050
    3.058037e-01   2.114000e+22      1.41173       24.510
    7.544838e-02   5.329000e+21      1.14950       45.670
    4.376814e-02   3.323000e+21      1.19952       42.170
    7.429203e-02   3.844000e+21      1.15343       41.420
    2.608206e-01   6.286000e+21      1.24801       53.980
    7.602847e-01   1.174000e+22      1.38262       43.380
    1.587383e-01   4.592000e+21      1.18188       30.890
    1.437212e-01   5.593000e+21      1.14134       51.850
    1.340562e-01   5.601000e+21      1.36993       35.690
    1.123573e-02   3.389000e+21      1.26748       18.490
    3.389327e-01   4.339000e+21      1.29753       30.080
    3.550172e-02   3.143000e+21      1.25307       34.710
    9.454877e-02   7.331000e+21      1.15714       30.410
    5.154963e-02   5.259000e+21      1.17243       39.530
    1.266393e-01   5.448000e+21      1.12583       45.020
    5.255966e-02   9.478000e+21      1.20954       36.460
    6.830211e-02   3.522000e+21      1.17300       46.960
    1.645528e-01   6.080000e+21      1.16891       62.990
    4.649144e-02   4.121000e+21      1.13766       41.440
    9.322439e-02   7.200000e+21      1.14097       43.000
    1.737652e-02   3.730000e+21      1.12635       38.090
    1.255712e-01   6.269000e+21      1.17387       46.870
    1.153676e-02   3.340000e+21      1.07060       54.000
    1.802878e-01   5.017000e+21      1.15970       40.580
    7.130268e-02   3.600000e+21      1.14264       64.490
    7.007425e-02   4.374000e+21      1.09323       67.260
    1.539690e-02   3.143000e+21      1.11884       36.920
    8.235115e-03   2.627000e+21      1.08767       44.080
    2.786906e-02   3.728000e+21      1.18152       27.110
    1.902272e-01   7.687000e+21      1.21790       46.920
    7.620749e-02   4.334000e+21      1.20884       23.180
    6.732108e-02   5.176000e+21      1.12436       36.740
    4.232047e-01   6.981000e+21      1.28277       79.490
    9.683847e-02   7.034000e+21      1.15724       33.930
    1.661000e-02   3.062000e+21      1.23733       30.380
    5.998193e-02   3.844000e+21      1.28330       31.890
    9.151778e-02   4.646000e+21      1.14703       36.020
    4.051026e-01   4.121000e+21      1.24873       28.630
    5.870080e-02   3.973000e+21      1.25749       27.550
    1.791643e-01   6.294000e+21      1.22100       30.360
    5.533802e-02   5.688000e+21      1.06762       91.400
    6.409127e-02   4.052000e+21      1.19499       24.430
    1.074760e-01   1.179000e+22      1.20187       33.960
    2.887799e-01   4.312000e+21      1.16579       31.400
    8.580398e-02   1.122000e+22      1.35784       24.990
    3.452013e-01   1.536000e+22      1.44336       34.540
    2.099759e-01   3.335000e+21      1.24111      111.400
    4.960347e-02   4.393000e+21      1.18550       27.890
    1.002820e-02   3.173000e+21      1.06127       44.160
    2.703122e-02   3.042000e+21      1.28777       32.150
    3.037849e-02   4.177000e+21      1.16622       45.360
    5.658900e-02   7.127000e+21      1.20177       56.930
    2.235726e-01   5.813000e+21      1.20248       74.140
    9.081971e-01   1.338000e+22      1.27220       48.360
    1.627655e-02   3.230000e+21      1.10567       33.150
    1.356843e-02   2.660000e+21      1.16008       35.330
    1.221026e-01   9.259000e+21      1.18447       37.770
    2.413710e+01   2.802000e+22      1.50428       27.470
    1.272996e-01   7.000000e+21      1.03046       55.940
    4.794735e-02   2.651000e+21      1.14078       52.420
    2.972898e+01   2.280000e+22      1.34566       28.990
    1.931444e-02   3.812000e+21      1.12445       45.750
    2.485351e-01   8.375000e+21      1.25397       46.760
    5.383242e-02   3.102000e+21      1.10700       48.560
    4.516153e-01   9.657000e+21      1.34503       37.790
    1.026619e-01   1.673000e+22      1.22767       35.770
    8.149851e-03   2.799000e+21      1.07195       37.940
    1.968532e-02   3.359000e+21      1.12405       48.150
    3.478399e-01   6.494000e+21      1.13606       51.710
    1.100026e-01   5.089000e+21      1.14541       47.930
    5.724438e+00   1.925000e+22      1.28987       32.980
    1.677825e-01   4.458000e+21      1.20718       33.520
    1.091342e-01   6.665000e+21      1.14842       41.340
    3.400054e-02   2.928000e+21      1.11646       73.030
    8.512082e-03   3.148000e+21      1.04514       58.450
    7.971118e-02   6.556000e+21      1.41718       28.650
    7.925360e-02   3.499000e+21      1.22049       37.520
    5.203252e-02   3.225000e+21      1.12530       32.280
    5.752669e-02   5.036000e+21      1.24126       37.370
    8.191116e-01   7.076000e+21      1.49039       39.050
    1.004397e-02   3.367000e+21      1.32373       21.830
    2.800897e+00   1.287000e+22      1.25936       33.470
    3.299206e-01   8.844000e+21      1.10980       42.630
    9.618757e-02   4.607000e+21      1.13948       54.800
    1.752367e-01   3.463000e+21      1.23465       41.940
    7.003506e-03   2.956000e+21      1.26218       16.420
    1.684730e-01   3.214000e+21      1.40510       27.980
    6.479721e-02   8.921000e+21      1.22710       31.160
    3.390076e-01   1.734000e+22      1.31782       27.110
    9.155518e-02   3.066000e+21      1.13568       60.120
    5.956560e-01   1.019000e+22      1.15535       43.640
    4.098402e-01   7.651000e+21      1.43380       37.510
    2.491455e-01   2.777000e+21      1.21379       37.730
    1.131191e-01   4.380000e+21      1.22591       37.650
    7.613705e-02   3.902000e+21      1.07488       42.650
    7.615649e-01   4.030000e+21      1.26898       28.260
    7.718791e-02   3.605000e+21      1.14630       37.550
    1.414997e-01   4.525000e+21      1.15907       31.900
    2.066340e-02   2.999000e+21      1.05725       59.200
    2.163640e-01   5.663000e+21      1.16097       52.580
    6.462002e-02   3.306000e+21      1.22880       30.450
    1.053907e+00   2.163000e+22      1.25700       19.650
    1.055853e-01   4.510000e+21      1.17417       33.600
    1.413629e-01   4.179000e+21      1.22111       30.380
    6.344458e-01   9.838000e+21      1.48770       43.760
    3.441413e-02   6.809000e+21      1.20311       34.390
    1.690537e-01   6.213000e+21      1.13967       35.510
    4.354174e-01   8.592000e+21      1.18284       47.910
    1.808861e-02   5.505000e+21      1.13675       40.440
    7.347340e-02   4.455000e+21      1.17118       37.990
    8.640292e-02   4.863000e+21      1.32860       29.520
    1.011172e-01   3.600000e+21      1.15469       38.650
    6.411491e-02   3.648000e+21      1.20145       41.440
    8.186919e-03   2.581000e+21      1.12394       26.520
    8.477746e-02   5.716000e+21      1.22008       31.730
    1.641322e-01   4.855000e+21      1.15339       51.910
    1.880855e-02   4.417000e+21      1.08571       39.960
    1.843737e-02   2.930000e+21      1.10020       46.850
    1.169665e-01   8.852000e+21      1.26130       26.280
    2.395499e-02   6.454000e+21      1.13480       30.560
    4.449014e-02   3.269000e+21      1.09945       42.740
    1.438949e-02   3.426000e+21      1.20800       31.060
    1.019940e-01   4.438000e+21      1.12100       50.760
    1.051758e+00   1.138000e+22      1.37742       25.200
    7.893070e-03   8.559000e+21      1.04720       26.500
    4.441517e-02   4.387000e+21      1.24618       30.780
    1.420992e+00   1.754000e+22      1.23489       29.740
    8.785557e-02   4.306000e+21      1.17745       66.030
    8.546136e-03   3.485000e+21      1.17317       32.400
    1.075075e-01   4.930000e+21      1.14637       39.860
    1.279392e-01   4.885000e+21      1.15615       52.910
    6.777781e-02   3.861000e+21      1.19070       34.390
    1.266276e-02   2.885000e+21      1.16499       26.900
    8.008822e-02   4.119000e+21      1.08871       45.870
    1.091439e+00   5.930000e+21      1.31332       30.490
    1.364002e-02   3.052000e+21      1.06271       53.880
