! Date: 14/08/2026  Time: 14:24:46  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.34935381E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
    1  9.3443197E+14  1.0379742E+00  6.2462919E+01  3.0282461E-04  2.4024200E-01  4.6166338E-19  9.9292867E+04  4.6166338E-21  9.9292867E+02       Infinity  6.1998565E+00
    2  1.9608501E+15  5.5227068E-01  1.3107473E+02  6.3545951E-04  5.0413359E-01  4.6142418E-19  9.9241422E+04  4.6142418E-21  9.9241422E+02       Infinity  6.3302320E+00
    3  3.1068550E+15  3.8916837E-01  2.0768043E+02  1.0068493E-03  7.9877088E-01  4.6096400E-19  9.9142448E+04  4.6096400E-21  9.9142448E+02       Infinity  9.3484359E+00
    4  4.3863794E+15  3.0776162E-01  2.9321135E+02  1.4215092E-03  1.1277360E+00  4.6020896E-19  9.8980056E+04  4.6020896E-21  9.8980056E+02       Infinity  8.8620343E+00
    5  5.8149797E+15  2.5919975E-01  3.8870738E+02  1.8844807E-03  1.4950284E+00  4.5906598E-19  9.8734228E+04  4.5906598E-21  9.8734228E+02       Infinity  9.4207771E+00
    6  7.4100244E+15  2.2710426E-01  4.9532954E+02  2.4013923E-03  1.9051136E+00  4.5741757E-19  9.8379695E+04  4.5741757E-21  9.8379695E+02       Infinity  9.0654758E+00
    7  9.1909058E+15  2.0443194E-01  6.1437410E+02  2.9785288E-03  2.3629773E+00  4.5515010E-19  9.7892014E+04  4.5515010E-21  9.7892014E+02       Infinity  8.9657433E+00
    8  1.1179275E+16  1.8765301E-01  7.4728841E+02  3.6229066E-03  2.8741862E+00  4.5208067E-19  9.7231854E+04  4.5208067E-21  9.7231854E+02       Infinity  8.9157339E+00
    9  1.3399308E+16  1.7480303E-01  8.9568839E+02  4.3423602E-03  3.4449553E+00  4.4798320E-19  9.6350584E+04  4.4798320E-21  9.6350584E+02       Infinity  8.9144334E+00
   10  1.5877993E+16  1.6470161E-01  1.0613783E+03  5.1456363E-03  4.0822241E+00  4.4262688E-19  9.5198567E+04  4.4262688E-21  9.5198567E+02       Infinity  9.1138530E+00
   11  1.8645467E+16  1.5659660E-01  1.2463725E+03  6.0425012E-03  4.7937403E+00  4.3573420E-19  9.3716114E+04  4.3573420E-21  9.3716114E+02       Infinity  9.0931720E+00
   12  2.1735376E+16  1.4998595E-01  1.4529201E+03  7.0438587E-03  5.5881543E+00  4.2699213E-19  9.1835902E+04  4.2699213E-21  9.1835902E+02       Infinity  9.0891788E+00
   13  2.5185286E+16  1.4452167E-01  1.6835324E+03  8.1618831E-03  6.4751245E+00  4.1606794E-19  8.9486367E+04  4.1606794E-21  8.9486367E+02       Infinity  9.2384052E+00
   14  2.9037141E+16  1.3995491E-01  1.9410130E+03  9.4101671E-03  7.4654345E+00  4.0262676E-19  8.6595488E+04  4.0262676E-21  8.6595488E+02       Infinity  9.4044969E+00
   15  3.3337771E+16  1.3610296E-01  2.2284923E+03  1.0803887E-02  8.5711243E+00  3.8636633E-19  8.3098255E+04  3.8636633E-21  8.3098255E+02       Infinity  9.4078762E+00
   16  3.8139462E+16  1.3282863E-01  2.5494655E+03  1.2359988E-02  9.8056367E+00  3.6705892E-19  7.8945688E+04  3.6705892E-21  7.8945688E+02       Infinity  9.3947443E+00
   17  4.3500592E+16  1.3002691E-01  2.9078349E+03  1.4097388E-02  1.1183981E+01  3.4460950E-19  7.4117349E+04  3.4460950E-21  7.4117349E+02       Infinity  9.5175407E+00
   18  4.9486340E+16  1.2761602E-01  3.3079575E+03  1.6037210E-02  1.2722914E+01  3.1911516E-19  6.8634120E+04  3.1911516E-21  6.8634120E+02       Infinity  9.6194402E+00
   19  5.6169481E+16  1.2553137E-01  3.7546979E+03  1.8203039E-02  1.4441146E+01  2.9091529E-19  6.2568994E+04  2.9091529E-21  6.2568994E+02       Infinity  9.8134063E+00
   20  6.3631266E+16  1.2372123E-01  4.2534874E+03  2.0621205E-02  1.6359567E+01  2.6061785E-19  5.6052733E+04  2.6061785E-21  5.6052733E+02       Infinity  1.0016756E+01
   21  7.1962414E+16  1.2214374E-01  4.8103903E+03  2.3321110E-02  1.8501501E+01  2.2908568E-19  4.9270909E+04  2.2908568E-21  4.9270909E+02       Infinity  1.0215392E+01
   22  8.1264214E+16  1.2076462E-01  5.4321772E+03  2.6335576E-02  2.0892989E+01  1.9736345E-19  4.2448208E+04  1.9736345E-21  4.2448208E+02       Infinity  1.0520374E+01
   23  9.1649756E+16  1.1955559E-01  6.1264078E+03  2.9701255E-02  2.3563107E+01  1.6656218E-19  3.5823583E+04  1.6656218E-21  3.5823583E+02       Infinity  1.0900573E+01
   24  1.0324530E+17  1.1849309E-01  6.9015223E+03  3.3459064E-02  2.6544316E+01  1.3771586E-19  2.9619422E+04  1.3771586E-21  2.9619422E+02       Infinity  1.1322677E+01
   25  1.1619183E+17  1.1755737E-01  7.7669444E+03  3.7654691E-02  2.9872863E+01  1.1164801E-19  2.4012844E+04  1.1164801E-21  2.4012844E+02       Infinity  1.1804381E+01
   26  1.3064675E+17  1.1673175E-01  8.7331958E+03  4.2339146E-02  3.3589215E+01  8.8886858E-20  1.9117460E+04  8.8886858E-22  1.9117460E+02       Infinity  1.2352212E+01
   27  1.4678579E+17  1.1600207E-01  9.8120239E+03  4.7569380E-02  3.7738554E+01  6.9637780E-20  1.4977438E+04  6.9637780E-22  1.4977438E+02       Infinity  1.2996403E+01
   28  1.6480517E+17  1.1535623E-01  1.1016545E+04  5.3408983E-02  4.2371327E+01  5.3822958E-20  1.1576045E+04  5.3822958E-22  1.1576045E+02       Infinity  1.3763801E+01
   29  1.8492396E+17  1.1478386E-01  1.2361403E+04  5.9928950E-02  4.7543859E+01  4.1151966E-20  8.8508139E+03  4.1151966E-22  8.8508139E+01       Infinity  1.4655411E+01
   30  2.0738677E+17  1.1427602E-01  1.3862949E+04  6.7208551E-02  5.3319036E+01  3.1212877E-20  6.7131512E+03  3.1212877E-22  6.7131512E+01       Infinity  1.5717801E+01
   31  2.3246669E+17  1.1382497E-01  1.5539439E+04  7.5336289E-02  5.9767072E+01  2.3548929E-20  5.0648174E+03  2.3548929E-22  5.0648174E+01       Infinity  1.7007460E+01
   32  2.5556169E+17  7.7200459E-02  1.7083244E+04  8.2820765E-02  6.5704784E+01  1.8590914E-20  3.9984656E+03  1.8590914E-22  3.9984656E+01       Infinity  1.8383967E+01
   33  2.7033339E+17  3.6303008E-02  1.8070671E+04  8.7607880E-02  6.9502580E+01  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  1.9418299E+01
   34  2.9173308E+17  1.1306726E-01  1.9501152E+04  9.4542952E-02  7.5004429E+01  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  1.9780452E+01
   35  3.2664008E+17  1.1274965E-01  2.1834541E+04  1.0585539E-01  8.3979004E+01  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0051689E+01
   36  3.6566888E+17  1.1274965E-01  2.4443455E+04  1.1850358E-01  9.4013288E+01  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0221651E+01
   37  4.1562742E+17  1.4120348E-01  2.7782977E+04  1.3469382E-01  1.0685760E+02  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0347520E+01
   38  4.8708956E+17  1.7293792E-01  3.2559926E+04  1.5785281E-01  1.2523049E+02  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0446149E+01
