! Date: 14/08/2026  Time: 14:24:46  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.34935381E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   39  5.9001441E+17  2.0611942E-01  3.9440027E+04  1.9120802E-01  1.5169241E+02  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0530237E+01
   40  7.3867627E+17  2.3787186E-01  4.9377459E+04  2.3938539E-01  1.8991330E+02  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0591985E+01
   41  9.5252946E+17  2.6455462E-01  6.3672661E+04  3.0868953E-01  2.4489485E+02  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0636925E+01
   42  1.2558980E+18  2.8246009E-01  8.3951598E+04  4.0700324E-01  3.2289076E+02  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0671801E+01
   43  1.6751415E+18  2.8877908E-01  1.1197629E+05  5.4286891E-01  4.3067804E+02  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0704564E+01
   44  2.2322793E+18  2.8246009E-01  1.4921865E+05  7.2342250E-01  5.7391790E+02  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0747439E+01
   45  2.9358967E+18  2.6455462E-01  1.9625257E+05  9.5144624E-01  7.5481759E+02  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0809682E+01
   46  3.7729937E+18  2.3787186E-01  2.5220905E+05  1.2227272E+00  9.7003482E+02  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.0906343E+01
   47  4.7068220E+18  2.0611942E-01  3.1463161E+05  1.5253561E+00  1.2101216E+03  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.1042205E+01
   48  5.6833380E+18  1.7293792E-01  3.7990768E+05  1.8418191E+00  1.4611834E+03  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.1229772E+01
   49  6.6438368E+18  1.4120348E-01  4.4411306E+05  2.1530913E+00  1.7081271E+03  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.1473171E+01
   50  7.5378481E+18  1.1274965E-01  5.0387402E+05  2.4428166E+00  1.9379770E+03  1.0948213E-22  2.3547014E+01  1.0948213E-24  2.3547014E-01       Infinity  2.1805719E+01
