node_key,M_BE_Msun,M_reported_Msun,M_corrected_3axis_Msun,M_corrected_4axis_Msun,theta_BE_arcsec,bounded_3axis,bounded_4axis
309006,0.246925,0.22275691083765597,0.34128289308166204,0.2623400890302939,19.24,0,0
309007,0.247139,0.21850582376354946,0.3078508557875855,0.2608449872092034,28.64,0,0
309008,0.246882,0.18909251340943778,0.25829280067028687,0.22520909288131713,44.77,0,0
310002,0.379474,0.2960821033945801,0.40836130273500026,0.34800646682799996,26.19,0,0
310003,0.379443,0.3240390426859945,0.3415838002780114,0.38164404001517005,21.84,0,0
310004,0.379388,0.32479308836879117,0.46718314027337454,0.3796324211847319,18.30,0,0
310005,0.379327,0.3446134619096978,0.5174516000116439,0.40341465528770437,18.27,0,0
310006,0.379453,0.3384803657341508,0.48759057176037096,0.4006474802535775,22.10,0,0
310007,0.37926,0.3385508183384228,0.49313030495009824,0.4027032076152135,30.72,0,0
310008,0.378945,0.3218669623113012,0.45308944417552793,0.39272616366845475,46.31,0,0
311003,0.582745,0.49425666947023617,0.6563045641714282,0.5767839785775274,37.85,0,0
311004,0.582507,0.4892805828937594,0.709586093125805,0.57479132045434,30.95,0,0
311005,0.582478,0.4844858048862853,0.7013175708762509,0.5716672201224637,26.50,0,0
311006,0.582653,0.5118768695483501,0.7053941122446593,0.6049829017682248,27.75,0,0
311007,0.582383,0.5260252825774934,0.791417993294089,0.6238671115377442,34.79,0,0
311008,0.582618,0.5071558820270917,0.7777487889390696,0.6231732775320502,49.61,0,0
311009,0.582552,0.4193520805576265,0.5980113134120502,0.5570094220465676,75.22,0,0
312003,0.894669,0.8300120305750437,0.8837095275159205,0.995373854571245,61.37,0,0
312004,0.894533,0.8256955943829561,1.210924357487328,0.9835369095097382,53.30,0,0
312005,0.894371,0.8264644858255377,1.1927961038966877,0.9747097158045174,43.15,0,0
312006,0.894607,0.772202391137222,1.070672327439153,0.901576494679555,38.95,0,0
312007,0.894251,0.7832645152599139,1.1491748848746501,0.9203416522361766,42.58,0,0
312008,0.894451,0.78803015757519,1.1161653707553545,0.9615372548799662,55.27,0,0
312009,0.893895,0.6990724526606611,1.0478107586060303,0.948516824134453,79.59,0,0
313004,1.37356,0.9740876469939989,1.351390109091569,1.286750540515047,88.39,0,0
313005,1.37345,1.153890088592049,1.6636354738931902,1.457609308849089,75.08,0,0
313006,1.37354,1.1752982934380443,1.6739639209565367,1.410179859343802,61.72,0,0
313007,1.37304,1.1124620567090042,1.6188784422372522,1.3282241317270347,58.03,0,0
313008,1.3733,1.1056277318730807,1.6146031793451288,1.3544362077173946,66.36,0,0
313009,1.37255,1.1498367393540674,1.9525780278610043,1.5210694139900904,87.87,0,0
313010,1.37246,0.8572421504842317,1.3636237239058198,1.3021012138917003,128.65,0,0
314005,2.10862,1.1832755981546987,1.5131347010678111,2.0415504145291585,126.39,0,0
314006,2.10888,1.3451212481969037,1.8041821639281062,1.9612733371830628,105.73,0,0
314007,2.10903,1.6131660263620555,2.301468953500681,2.151417705373004,89.47,0,0
314008,2.10898,1.6013682318117068,2.331389643914877,2.1196195439630308,88.03,0,0
314009,2.10878,1.673813068184832,2.4280410210016603,2.3590763997257245,103.79,0,0
314010,2.10678,1.4911150423060615,2.5654358572457667,2.3472044206802205,141.03,0,0
315006,3.23762,1.516387320699721,2.118086253769338,3.146447030520361,183.65,0,0
315007,3.23766,1.7043713453820337,2.410395752540647,2.88055691132572,152.21,0,0
315008,3.23705,2.101343056714529,3.0886529273549033,3.308260527318974,131.32,0,0
315009,3.23789,2.3398106927784714,3.514827450063492,3.4036449376932936,134.69,0,0
315010,3.23736,2.4806784026657263,3.624069699818829,4.358688768012622,164.15,0,0
316007,4.97141,1.6809758342964776,2.2627702572837243,4.925316794611466,264.31,0,0
316008,4.97208,2.2729491391830403,3.335590074528566,4.22996601337122,220.83,0,0
316009,4.97034,2.7405223985403184,4.061539510464222,5.191373796370847,195.93,0,0
316010,4.97158,3.1473557432290353,4.678590266068808,5.894672119526767,208.29,0,0
317007,7.63427,1.9238913048350474,2.713863645918448,6.244205951049544,428.41,0,0
317008,7.63476,2.4757733937918642,3.4833215442184566,7.830676810341391,379.39,0,0
