! Date: 15/08/2026  Time: 02:55:45  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! RADIAL PROFILES OF SURFACE DENSITIES (cm^-2)
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 9.73843023E+00
!
!   N   RADIUS(au)     RADIUS(pc)     RADIUS(as)      PROFILE        SLOPE          PROFILEBS      SLOPEBS
!
    1  1.0838926E+01  5.2547872E-05  4.1688175E-02  4.5318806E+22  1.4658810E-02  3.9322766E+22  1.6972095E-02
    2  6.0915197E+02  2.9532115E-03  2.3428922E+00  4.2719815E+22  1.4658810E-02  3.6723774E+22  1.6972095E-02
    3  1.2074650E+03  5.8538751E-03  4.6440962E+00  3.6510161E+22  1.4658810E-02  3.0514120E+22  1.6972095E-02
    4  1.8057781E+03  8.7545387E-03  6.9453002E+00  2.9755066E+22  1.4658810E-02  2.3759025E+22  1.6972095E-02
    5  2.4040911E+03  1.1655202E-02  9.2465042E+00  2.3793934E+22  2.2956712E-01  1.7797893E+22  2.7072777E-01
    6  3.0024041E+03  1.4555866E-02  1.1547708E+01  1.9513014E+22  5.0834103E-01  1.3516973E+22  6.2173096E-01
    7  3.6007172E+03  1.7456530E-02  1.3848912E+01  1.6228043E+22  7.8121622E-01  1.0232003E+22  1.0094417E+00
    8  4.1990302E+03  2.0357193E-02  1.6150116E+01  1.4005367E+22  8.9249340E-01  8.0093257E+21  1.2379954E+00
    9  4.7973433E+03  2.3257857E-02  1.8451320E+01  1.2295814E+22  9.5823380E-01  6.2997735E+21  1.5321722E+00
   10  5.3956563E+03  2.6158520E-02  2.0752524E+01  1.1085030E+22  9.5823380E-01  5.0889895E+21  1.5932399E+00
   11  5.9939693E+03  2.9059184E-02  2.3053728E+01  1.0092453E+22  8.9205042E-01  4.0964120E+21  1.8023818E+00
   12  6.5922824E+03  3.1959848E-02  2.5354932E+01  9.2471844E+21  8.9205042E-01  3.2511435E+21  1.8159690E+00
   13  7.1905954E+03  3.4860511E-02  2.7656136E+01  8.5117076E+21  8.9205042E-01  2.5156667E+21  2.0632238E+00
   14  7.7889085E+03  3.7761175E-02  2.9957340E+01  8.1485285E+21  8.9205042E-01  2.1524875E+21  2.0632238E+00
   15  8.3872215E+03  4.0661838E-02  3.2258544E+01  7.6262525E+21  8.9504205E-01  1.6302116E+21  2.4289537E+00
   16  8.9855346E+03  4.3562502E-02  3.4559748E+01  7.3046737E+21  6.2522495E-01  1.3086328E+21  2.9521823E+00
   17  9.5838476E+03  4.6463166E-02  3.6860952E+01  6.8772033E+21  6.2522495E-01  8.8116239E+20  3.1887590E+00
   18  1.0182161E+04  4.9363829E-02  3.9162156E+01  6.5124434E+21  8.9504205E-01  5.1640248E+20  3.7551645E+00
   19  1.0780474E+04  5.2264493E-02  4.1463360E+01  5.9964724E+21  8.9991866E-01  1.0000000E-99  3.1887590E+00
   20  1.1378787E+04  5.5165156E-02  4.3764564E+01  5.9960695E+21  8.9991866E-01  1.0000000E-99  1.0000000E-99
   21  1.1977100E+04  5.8065820E-02  4.6065768E+01  5.9956447E+21  1.3824800E-03  1.0000000E-99  1.0000000E-99
   22  1.2575413E+04  6.0966484E-02  4.8366972E+01  5.9951981E+21  1.3824800E-03  1.0000000E-99  1.0000000E-99
   23  1.3173726E+04  6.3867147E-02  5.0668176E+01  5.9947297E+21  1.3824800E-03  1.0000000E-99  1.0000000E-99
   24  1.3772039E+04  6.6767811E-02  5.2969380E+01  5.9942394E+21  1.5280932E-03  1.0000000E-99  1.0000000E-99
   25  1.4370352E+04  6.9668474E-02  5.5270584E+01  5.9937273E+21  1.6810293E-03  1.0000000E-99  1.0000000E-99
   26  1.4968665E+04  7.2569138E-02  5.7571788E+01  5.9931934E+21  1.8412951E-03  1.0000000E-99  1.0000000E-99
   27  1.5566978E+04  7.5469802E-02  5.9872992E+01  5.9926377E+21  2.0088975E-03  1.0000000E-99  1.0000000E-99
   28  1.6165291E+04  7.8370465E-02  6.2174196E+01  5.9920601E+21  2.1838439E-03  1.0000000E-99  1.0000000E-99
   29  1.6763604E+04  8.1271129E-02  6.4475400E+01  5.9914606E+21  2.3661420E-03  1.0000000E-99  1.0000000E-99
   30  1.7361917E+04  8.4171793E-02  6.6776604E+01  5.9908393E+21  2.5557996E-03  1.0000000E-99  1.0000000E-99
   31  1.7960230E+04  8.7072456E-02  6.9077808E+01  5.9901961E+21  2.7528252E-03  1.0000000E-99  1.0000000E-99
   32  1.8558543E+04  8.9973120E-02  7.1379012E+01  5.9895310E+21  2.9572274E-03  1.0000000E-99  1.0000000E-99
   33  1.9156856E+04  9.2873783E-02  7.3680216E+01  5.9888441E+21  3.1690151E-03  1.0000000E-99  1.0000000E-99
   34  1.9755169E+04  9.5774447E-02  7.5981420E+01  5.9881352E+21  3.3881977E-03  1.0000000E-99  1.0000000E-99
   35  2.0353482E+04  9.8675111E-02  7.8282624E+01  5.9874045E+21  3.6147849E-03  1.0000000E-99  1.0000000E-99
   36  2.0951795E+04  1.0157577E-01  8.0583828E+01  5.9866518E+21  3.8487865E-03  1.0000000E-99  1.0000000E-99
   37  2.1550108E+04  1.0447644E-01  8.2885032E+01  5.9858773E+21  4.0902128E-03  1.0000000E-99  1.0000000E-99
   38  2.2148421E+04  1.0737710E-01  8.5186236E+01  5.9850808E+21  4.3390746E-03  1.0000000E-99  1.0000000E-99
   39  2.2746735E+04  1.1027776E-01  8.7487440E+01  5.9842624E+21  4.5953827E-03  1.0000000E-99  1.0000000E-99
   40  2.3345048E+04  1.1317843E-01  8.9788644E+01  5.9834220E+21  4.8591485E-03  1.0000000E-99  1.0000000E-99
   41  2.3943361E+04  1.1607909E-01  9.2089848E+01  5.9825597E+21  5.1303837E-03  1.0000000E-99  1.0000000E-99
   42  2.4541674E+04  1.1897976E-01  9.4391052E+01  5.9816754E+21  5.4091001E-03  1.0000000E-99  1.0000000E-99
   43  2.5139987E+04  1.2188042E-01  9.6692256E+01  5.9807692E+21  5.6953102E-03  1.0000000E-99  1.0000000E-99
   44  2.5738300E+04  1.2478108E-01  9.8993460E+01  5.9798410E+21  5.9890267E-03  1.0000000E-99  1.0000000E-99
   45  2.6336613E+04  1.2768175E-01  1.0129466E+02  5.9788908E+21  6.2902624E-03  1.0000000E-99  1.0000000E-99
   46  2.6934926E+04  1.3058241E-01  1.0359587E+02  5.9779186E+21  6.5990308E-03  1.0000000E-99  1.0000000E-99
   47  2.7533239E+04  1.3348307E-01  1.0589707E+02  5.9769243E+21  6.9153456E-03  1.0000000E-99  1.0000000E-99
   48  2.8131552E+04  1.3638374E-01  1.0819828E+02  5.9759081E+21  7.2392208E-03  1.0000000E-99  1.0000000E-99
   49  2.8729865E+04  1.3928440E-01  1.1049948E+02  5.9748698E+21  7.5706708E-03  1.0000000E-99  1.0000000E-99
   50  2.9328178E+04  1.4218506E-01  1.1280068E+02  5.9738095E+21  7.9097105E-03  1.0000000E-99  1.0000000E-99
   51  2.9926491E+04  1.4508573E-01  1.1510189E+02  5.9727271E+21  8.2563548E-03  1.0000000E-99  1.0000000E-99
   52  3.0524804E+04  1.4798639E-01  1.1740309E+02  5.9716227E+21  8.6106192E-03  1.0000000E-99  1.0000000E-99
   53  3.1123117E+04  1.5088706E-01  1.1970430E+02  5.9704962E+21  8.9725196E-03  1.0000000E-99  1.0000000E-99
   54  3.1721430E+04  1.5378772E-01  1.2200550E+02  5.9693476E+21  9.3420722E-03  1.0000000E-99  1.0000000E-99
   55  3.2319743E+04  1.5668838E-01  1.2430670E+02  5.9681768E+21  9.7192934E-03  1.0000000E-99  1.0000000E-99
   56  3.2918056E+04  1.5958905E-01  1.2660791E+02  5.9669840E+21  1.0104200E-02  1.0000000E-99  1.0000000E-99
   57  3.3516369E+04  1.6248971E-01  1.2890911E+02  5.9657690E+21  1.0496810E-02  1.0000000E-99  1.0000000E-99
   58  3.4114682E+04  1.6539037E-01  1.3121032E+02  5.9645319E+21  1.0897140E-02  1.0000000E-99  1.0000000E-99
   59  3.4712995E+04  1.6829104E-01  1.3351152E+02  5.9632726E+21  1.1305208E-02  1.0000000E-99  1.0000000E-99
   60  3.5311308E+04  1.7119170E-01  1.3581272E+02  5.9619912E+21  1.1721033E-02  1.0000000E-99  1.0000000E-99
   61  3.5909621E+04  1.7409236E-01  1.3811393E+02  5.9606875E+21  1.2144634E-02  1.0000000E-99  1.0000000E-99
   62  3.6507934E+04  1.7699303E-01  1.4041513E+02  5.9593617E+21  1.2576029E-02  1.0000000E-99  1.0000000E-99
   63  3.7106248E+04  1.7989369E-01  1.4271634E+02  5.9580136E+21  1.3015239E-02  1.0000000E-99  1.0000000E-99
   64  3.7704561E+04  1.8279436E-01  1.4501754E+02  5.9566433E+21  1.3462282E-02  1.0000000E-99  1.0000000E-99
   65  3.8302874E+04  1.8569502E-01  1.4731874E+02  5.9552508E+21  1.3917180E-02  1.0000000E-99  1.0000000E-99
   66  3.8901187E+04  1.8859568E-01  1.4961995E+02  5.9538360E+21  1.4379953E-02  1.0000000E-99  1.0000000E-99
   67  3.9499500E+04  1.9149635E-01  1.5192115E+02  5.9523989E+21  1.4850621E-02  1.0000000E-99  1.0000000E-99
   68  4.0097813E+04  1.9439701E-01  1.5422236E+02  5.9509396E+21  1.5329207E-02  1.0000000E-99  1.0000000E-99
   69  4.0696126E+04  1.9729767E-01  1.5652356E+02  5.9494579E+21  1.5815731E-02  1.0000000E-99  1.0000000E-99
   70  4.1294439E+04  2.0019834E-01  1.5882476E+02  5.9479539E+21  1.6310217E-02  1.0000000E-99  1.0000000E-99
   71  4.1892752E+04  2.0309900E-01  1.6112597E+02  5.9464275E+21  1.6812687E-02  1.0000000E-99  1.0000000E-99
   72  4.2491065E+04  2.0599966E-01  1.6342717E+02  5.9448788E+21  1.7323163E-02  1.0000000E-99  1.0000000E-99
   73  4.3089378E+04  2.0890033E-01  1.6572838E+02  5.9433077E+21  1.7841670E-02  1.0000000E-99  1.0000000E-99
   74  4.3687691E+04  2.1180099E-01  1.6802958E+02  5.9417142E+21  1.8368230E-02  1.0000000E-99  1.0000000E-99
   75  4.4286004E+04  2.1470165E-01  1.7033078E+02  5.9400983E+21  1.8902869E-02  1.0000000E-99  1.0000000E-99
