! Date: 15/08/2026  Time: 02:56:59  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 9.73843023E+00
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
    1  3.5146881E+14  1.0773120E+00  2.3494239E+01  1.1390172E-04  9.0362456E-02  2.8357401E-18  6.0990060E+05  2.8357401E-20  6.0990060E+03       Infinity  5.7765110E+00
    2  7.5560480E+14  5.6859143E-01  5.0509061E+01  2.4487147E-04  1.9426562E-01  2.8340289E-18  6.0953254E+05  2.8340289E-20  6.0953254E+03       Infinity  6.4183770E+00
    3  1.2141628E+15  4.0149933E-01  8.1161768E+01  3.9347795E-04  3.1216065E-01  2.8306358E-18  6.0880277E+05  2.8306358E-20  6.0880277E+03       Infinity  6.2643819E+00
    4  1.7344713E+15  3.1890500E-01  1.1594225E+02  5.6209615E-04  4.4593172E-01  2.8249136E-18  6.0757207E+05  2.8249136E-20  6.0757207E+03       Infinity  8.6435683E+00
    5  2.3248460E+15  2.6996098E-01  1.5540635E+02  7.5342091E-04  5.9771675E-01  2.8160186E-18  6.0565895E+05  2.8160186E-20  6.0565895E+03       Infinity  7.9072226E+00
    6  2.9947220E+15  2.3779646E-01  2.0018480E+02  9.7050995E-04  7.6994153E-01  2.8028506E-18  6.0282684E+05  2.8028506E-20  6.0282684E+03       Infinity  7.4553536E+00
    7  3.7548051E+15  2.1519948E-01  2.5099322E+02  1.2168327E-03  9.6535854E-01  2.7844944E-18  5.9887884E+05  2.7844944E-20  5.9887884E+03       Infinity  7.7657947E+00
    8  4.6172431E+15  1.9856952E-01  3.0864364E+02  1.4963260E-03  1.1870909E+00  2.7586801E-18  5.9332681E+05  2.7586801E-20  5.9332681E+03       Infinity  7.6742101E+00
    9  5.5958191E+15  1.8590813E-01  3.7405740E+02  1.8134565E-03  1.4386823E+00  2.7236432E-18  5.8579119E+05  2.7236432E-20  5.8579119E+03       Infinity  7.8515554E+00
   10  6.7061727E+15  1.7601677E-01  4.4827995E+02  2.1732927E-03  1.7241537E+00  2.6769220E-18  5.7574257E+05  2.6769220E-20  5.7574257E+03       Infinity  7.8986303E+00
   11  7.9660493E+15  1.6813282E-01  5.3249750E+02  2.5815853E-03  2.0480673E+00  2.6157537E-18  5.6258671E+05  2.6157537E-20  5.6258671E+03       Infinity  7.9910802E+00
