! Date: 15/08/2026  Time: 02:56:59  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 9.73843023E+00
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   12  9.3955840E+15  1.6174782E-01  6.2805600E+02  3.0448596E-03  2.4156000E+00  2.5371287E-18  5.4567633E+05  2.5371287E-20  5.4567633E+03       Infinity  7.9080122E+00
   13  1.1017624E+16  1.5650961E-01  7.3648265E+02  3.5705196E-03  2.8326256E+00  2.4380494E-18  5.2436673E+05  2.4380494E-20  5.2436673E+03       Infinity  7.8660927E+00
   14  1.2858091E+16  1.5216654E-01  8.5951031E+02  4.1669663E-03  3.3058089E+00  2.3159136E-18  4.9809821E+05  2.3159136E-20  4.9809821E+03       Infinity  7.8886512E+00
   15  1.4946401E+16  1.4853396E-01  9.9910518E+02  4.8437320E-03  3.8427122E+00  2.1690822E-18  4.6651824E+05  2.1690822E-20  4.6651824E+03       Infinity  7.9300872E+00
   16  1.7315928E+16  1.4547331E-01  1.1574983E+03  5.6116328E-03  4.4519164E+00  1.9975626E-18  4.2962844E+05  1.9975626E-20  4.2962844E+03       Infinity  7.9719639E+00
   17  2.0004541E+16  1.4287861E-01  1.3372210E+03  6.4829410E-03  5.1431575E+00  1.8036760E-18  3.8792801E+05  1.8036760E-20  3.8792801E+03       Infinity  8.0565404E+00
   18  2.3055209E+16  1.4066740E-01  1.5411456E+03  7.4715818E-03  5.9274829E+00  1.5924606E-18  3.4250059E+05  1.5924606E-20  3.4250059E+03       Infinity  8.1601780E+00
   19  2.6516689E+16  1.3877459E-01  1.7725312E+03  8.5933555E-03  6.8174276E+00  1.3716178E-18  2.9500253E+05  1.3716178E-20  2.9500253E+03       Infinity  8.2423525E+00
   20  3.0444300E+16  1.3714816E-01  2.0350758E+03  9.8661901E-03  7.8272145E+00  1.1506997E-18  2.4748827E+05  1.1506997E-20  2.4748827E+03       Infinity  8.3414326E+00
   21  3.4900813E+16  1.3574603E-01  2.3329753E+03  1.1310428E-02  8.9729818E+00  9.3971094E-19  2.0210958E+05  9.3971094E-21  2.0210958E+03       Infinity  8.5053805E+00
   22  3.9957452E+16  1.3453387E-01  2.6709907E+03  1.2949150E-02  1.0273041E+01  7.4743560E-19  1.6075571E+05  7.4743560E-21  1.6075571E+03       Infinity  8.6907567E+00
   23  4.5695031E+16  1.3348337E-01  3.0545241E+03  1.4808547E-02  1.1748170E+01  5.8004339E-19  1.2475361E+05  5.8004339E-21  1.2475361E+03       Infinity  8.9104560E+00
   24  5.2205246E+16  1.3257105E-01  3.4897052E+03  1.6918336E-02  1.3421943E+01  4.4042390E-19  9.4724758E+04  4.4042390E-21  9.4724758E+02       Infinity  9.1279971E+00
   25  5.9592144E+16  1.3177729E-01  3.9834888E+03  1.9312233E-02  1.5321111E+01  3.2837881E-19  7.0626511E+04  3.2837881E-21  7.0626511E+02       Infinity  9.3548113E+00
   26  6.7973780E+16  1.3108556E-01  4.5437666E+03  2.2028499E-02  1.7476025E+01  2.4139526E-19  5.1918408E+04  2.4139526E-21  5.1918408E+02       Infinity  9.5964509E+00
   27  7.7484109E+16  1.3048193E-01  5.1794928E+03  2.5110544E-02  1.9921126E+01  1.7568918E-19  3.7786584E+04  1.7568918E-21  3.7786584E+02       Infinity  9.8571338E+00
   28  8.8275123E+16  1.2995452E-01  5.9008275E+03  2.8607626E-02  2.2695490E+01  1.2710201E-19  2.7336634E+04  1.2710201E-21  2.7336634E+02       Infinity  1.0101291E+01
   29  1.0051928E+17  1.2949323E-01  6.7192990E+03  3.2575633E-02  2.5843458E+01  9.1729821E-20  1.9728914E+04  9.1729821E-22  1.9728914E+02       Infinity  1.0350789E+01
   30  1.1441227E+17  1.2908940E-01  7.6479879E+03  3.7077982E-02  2.9415338E+01  6.6243405E-20  1.4247389E+04  6.6243405E-22  1.4247389E+02       Infinity  1.0597514E+01
   31  1.3017612E+17  1.2873557E-01  8.7017365E+03  4.2186629E-02  3.3468217E+01  4.7987865E-20  1.0321054E+04  4.7987865E-22  1.0321054E+02       Infinity  1.0844953E+01
   32  1.4759570E+17  1.2250254E-01  9.8661630E+03  4.7831850E-02  3.7946781E+01  3.5211203E-20  7.5730965E+03  3.5211203E-22  7.5730965E+01       Infinity  1.1083069E+01
   33  1.5710320E+17  5.9461791E-03  1.0501701E+04  5.0912981E-02  4.0391156E+01  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1230119E+01
   34  1.6835810E+17  1.2815316E-01  1.1254044E+04  5.4560393E-02  4.3284783E+01  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1328769E+01
   35  1.9138643E+17  1.2791424E-01  1.2793393E+04  6.2023266E-02  4.9205357E+01  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1426044E+01
   36  2.1754020E+17  1.2791424E-01  1.4541664E+04  7.0499009E-02  5.5929478E+01  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1497318E+01
   37  2.5073135E+17  1.5377335E-01  1.6760355E+04  8.1255379E-02  6.4462905E+01  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1543419E+01
   38  2.9690907E+17  1.8119908E-01  1.9847146E+04  9.6220354E-02  7.6335175E+01  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1578246E+01
   39  3.6150691E+17  2.0856042E-01  2.4165244E+04  1.1715480E-01  9.2943248E+01  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1610493E+01
   40  4.5201921E+17  2.3368159E-01  3.0215618E+04  1.4648744E-01  1.1621392E+02  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1638749E+01
   41  5.7830578E+17  2.5409494E-01  3.8657354E+04  1.8741356E-01  1.4868213E+02  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1666949E+01
   42  7.5240152E+17  2.6747275E-01  5.0294935E+04  2.4383337E-01  1.9344206E+02  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1700057E+01
   43  9.8737538E+17  2.7213643E-01  6.6001967E+04  3.1998217E-01  2.5385372E+02  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1752595E+01
   44  1.2949012E+18  2.6747275E-01  8.6558797E+04  4.1964312E-01  3.3291845E+02  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1836415E+01
   45  1.6817370E+18  2.5409494E-01  1.1241717E+05  5.4500635E-01  4.3237375E+02  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.1980486E+01
   46  2.1461560E+18  2.3368159E-01  1.4346167E+05  6.9551223E-01  5.5177564E+02  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.2221963E+01
   47  2.6759647E+18  2.0856042E-01  1.7887719E+05  8.6720919E-01  6.8798921E+02  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.2628575E+01
   48  3.2494099E+18  1.8119908E-01  2.1720964E+05  1.0530476E+00  8.3542168E+02  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.3334750E+01
   49  3.8389706E+18  1.5377335E-01  2.5661934E+05  1.2441086E+00  9.8699745E+02  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.4678892E+01
   50  4.4166100E+18  1.2791424E-01  2.9523214E+05  1.4313061E+00  1.1355082E+03  2.9683524E-21  6.3842234E+02  2.9683524E-23  6.3842234E+00       Infinity  1.7969392E+01
