! Date: 15/08/2026  Time: 13:49:22  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! RADIAL PROFILES OF SURFACE DENSITIES (cm^-2)
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 6.98284328E+00
!
!   N   RADIUS(au)     RADIUS(pc)     RADIUS(as)      PROFILE        SLOPE          PROFILEBS      SLOPEBS
!
    1  3.1963257E+01  1.5496011E-04  1.2293560E-01  1.0278119E+23  4.4234909E-04  6.8440706E+21  6.7105676E-03
    2  8.1218305E+02  3.9375204E-03  3.1237809E+00  1.0263421E+23  4.4234909E-04  6.6970897E+21  6.7105676E-03
    3  1.5924028E+03  7.7200807E-03  6.1246263E+00  1.0221468E+23  4.4234909E-04  6.2775560E+21  6.7105676E-03
    4  2.3726226E+03  1.1502641E-02  9.1254716E+00  1.0158781E+23  4.4234909E-04  5.6506914E+21  6.7105676E-03
    5  3.1528424E+03  1.5285201E-02  1.2126317E+01  1.0083116E+23  6.0837622E-03  4.8940352E+21  9.6086233E-02
    6  3.9330622E+03  1.9067762E-02  1.5127162E+01  1.0002916E+23  1.5427405E-02  4.0920334E+21  2.6383030E-01
    7  4.7132820E+03  2.2850322E-02  1.8128008E+01  9.9190127E+22  2.6295997E-02  3.2530036E+21  5.0565066E-01
    8  5.4935018E+03  2.6632882E-02  2.1128853E+01  9.8483579E+22  3.6115817E-02  2.5464555E+21  8.0942511E-01
    9  6.2737216E+03  3.0415442E-02  2.4129698E+01  9.7790880E+22  4.6545872E-02  1.8537564E+21  1.2679898E+00
   10  7.0539414E+03  3.4198003E-02  2.7130544E+01  9.7220674E+22  4.6667932E-02  1.2835505E+21  1.5986034E+00
   11  7.8341612E+03  3.7980563E-02  3.0131389E+01  9.6743831E+22  4.6868255E-02  8.0670701E+20  2.3906567E+00
   12  8.6143809E+03  4.1763123E-02  3.3132234E+01  9.6334926E+22  4.6868255E-02  3.9780286E+20  3.1359330E+00
   13  9.3946007E+03  4.5545684E-02  3.6133080E+01  9.5996735E+22  4.4614095E-02  5.9611435E+19  4.4270021E+00
   14  1.0174821E+04  4.9328244E-02  3.9133925E+01  9.5819482E+22  4.0561360E-02  1.0000000E-99  4.4270021E+00
   15  1.0955040E+04  5.3110804E-02  4.2134770E+01  9.5677169E+22  2.3165347E-02  1.0000000E-99  1.0000000E-99
   16  1.1735260E+04  5.6893364E-02  4.5135616E+01  9.5577496E+22  2.0117134E-02  1.0000000E-99  1.0000000E-99
   17  1.2515480E+04  6.0675925E-02  4.8136461E+01  9.5633692E+22  1.5150235E-02  1.0000000E-99  1.0000000E-99
   18  1.3295700E+04  6.4458485E-02  5.1137306E+01  9.5946173E+22  1.5150235E-02  1.0000000E-99  1.0000000E-99
   19  1.4075919E+04  6.8241045E-02  5.4138152E+01  9.5939652E+22  9.1317521E-03  1.0000000E-99  1.0000000E-99
   20  1.4856139E+04  7.2023606E-02  5.7138997E+01  9.5932758E+22  1.3320337E-03  1.0000000E-99  1.0000000E-99
   21  1.5636359E+04  7.5806166E-02  6.0139843E+01  9.5925491E+22  1.3320337E-03  1.0000000E-99  1.0000000E-99
   22  1.6416579E+04  7.9588726E-02  6.3140688E+01  9.5917851E+22  1.3320337E-03  1.0000000E-99  1.0000000E-99
   23  1.7196799E+04  8.3371286E-02  6.6141533E+01  9.5909837E+22  1.4800159E-03  1.0000000E-99  1.0000000E-99
   24  1.7977018E+04  8.7153847E-02  6.9142379E+01  9.5901449E+22  1.6358255E-03  1.0000000E-99  1.0000000E-99
   25  1.8757238E+04  9.0936407E-02  7.2143224E+01  9.5892689E+22  1.7994698E-03  1.0000000E-99  1.0000000E-99
   26  1.9537458E+04  9.4718967E-02  7.5144069E+01  9.5883554E+22  1.9709563E-03  1.0000000E-99  1.0000000E-99
   27  2.0317678E+04  9.8501528E-02  7.8144915E+01  9.5874046E+22  2.1502932E-03  1.0000000E-99  1.0000000E-99
   28  2.1097898E+04  1.0228409E-01  8.1145760E+01  9.5864164E+22  2.3374888E-03  1.0000000E-99  1.0000000E-99
   29  2.1878117E+04  1.0606665E-01  8.4146605E+01  9.5853908E+22  2.5325519E-03  1.0000000E-99  1.0000000E-99
   30  2.2658337E+04  1.0984921E-01  8.7147451E+01  9.5843278E+22  2.7354916E-03  1.0000000E-99  1.0000000E-99
   31  2.3438557E+04  1.1363177E-01  9.0148296E+01  9.5832273E+22  2.9463175E-03  1.0000000E-99  1.0000000E-99
   32  2.4218777E+04  1.1741433E-01  9.3149141E+01  9.5820894E+22  3.1650394E-03  1.0000000E-99  1.0000000E-99
   33  2.4998997E+04  1.2119689E-01  9.6149987E+01  9.5809141E+22  3.3916677E-03  1.0000000E-99  1.0000000E-99
   34  2.5779216E+04  1.2497945E-01  9.9150832E+01  9.5797013E+22  3.6262130E-03  1.0000000E-99  1.0000000E-99
   35  2.6559436E+04  1.2876201E-01  1.0215168E+02  9.5784511E+22  3.8686862E-03  1.0000000E-99  1.0000000E-99
   36  2.7339656E+04  1.3254457E-01  1.0515252E+02  9.5771633E+22  4.1190989E-03  1.0000000E-99  1.0000000E-99
   37  2.8119876E+04  1.3632713E-01  1.0815337E+02  9.5758380E+22  4.3774627E-03  1.0000000E-99  1.0000000E-99
   38  2.8900095E+04  1.4010969E-01  1.1115421E+02  9.5744753E+22  4.6437900E-03  1.0000000E-99  1.0000000E-99
   39  2.9680315E+04  1.4389225E-01  1.1415506E+02  9.5730749E+22  4.9180932E-03  1.0000000E-99  1.0000000E-99
   40  3.0460535E+04  1.4767481E-01  1.1715590E+02  9.5716370E+22  5.2003853E-03  1.0000000E-99  1.0000000E-99
   41  3.1240755E+04  1.5145737E-01  1.2015675E+02  9.5701616E+22  5.4906796E-03  1.0000000E-99  1.0000000E-99
   42  3.2020975E+04  1.5523993E-01  1.2315759E+02  9.5686485E+22  5.7889899E-03  1.0000000E-99  1.0000000E-99
   43  3.2801194E+04  1.5902249E-01  1.2615844E+02  9.5670979E+22  6.0953302E-03  1.0000000E-99  1.0000000E-99
   44  3.3581414E+04  1.6280505E-01  1.2915929E+02  9.5655096E+22  6.4097152E-03  1.0000000E-99  1.0000000E-99
   45  3.4361634E+04  1.6658761E-01  1.3216013E+02  9.5638837E+22  6.7321596E-03  1.0000000E-99  1.0000000E-99
   46  3.5141854E+04  1.7037017E-01  1.3516098E+02  9.5622201E+22  7.0626788E-03  1.0000000E-99  1.0000000E-99
   47  3.5922074E+04  1.7415273E-01  1.3816182E+02  9.5605188E+22  7.4012885E-03  1.0000000E-99  1.0000000E-99
   48  3.6702293E+04  1.7793529E-01  1.4116267E+02  9.5587799E+22  7.7480049E-03  1.0000000E-99  1.0000000E-99
   49  3.7482513E+04  1.8171785E-01  1.4416351E+02  9.5570032E+22  8.1028443E-03  1.0000000E-99  1.0000000E-99
