! Date: 08/09/2026  Time: 12:56:04  Created by RADMC3D compiled on Jul 23 2026 22:03    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 5.77081683E+00
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   14  2.1117265E+15  1.8611886E-01  1.4116020E+02  6.8435453E-04  5.4292383E-01  1.4231631E-16  3.0608869E+07  1.4231631E-18  3.0608869E+05       Infinity  5.4706420E+00
   15  2.5408825E+15  1.8311745E-01  1.6984750E+02  8.2343261E-04  6.5325963E-01  1.1739232E-16  2.5248311E+07  1.1739232E-18  2.5248311E+05       Infinity  5.5452325E+00
   16  3.0489267E+15  1.8065651E-01  2.0380816E+02  9.8807625E-04  7.8387753E-01  9.2465801E-17  1.9887206E+07  9.2465801E-19  1.9887206E+05       Infinity  5.5357183E+00
   17  3.6503604E+15  1.7862865E-01  2.4401152E+02  1.1829850E-03  9.3850584E-01  6.9475005E-17  1.4942429E+07  6.9475005E-19  1.4942429E+05       Infinity  5.6033536E+00
   18  4.3623506E+15  1.7695082E-01  2.9160513E+02  1.4137221E-03  1.1215582E+00  4.9921652E-17  1.0736966E+07  4.9921652E-19  1.0736966E+05       Infinity  5.6143021E+00
   19  5.2052200E+15  1.7555788E-01  3.4794747E+02  1.6868737E-03  1.3382595E+00  3.4510485E-17  7.4223886E+06  3.4510485E-19  7.4223886E+04       Infinity  5.6576699E+00
   20  6.2030271E+15  1.7439820E-01  4.1464675E+02  2.0102365E-03  1.5947952E+00  2.3146993E-17  4.9783705E+06  2.3146993E-19  4.9783705E+04       Infinity  5.6829248E+00
   21  7.3842527E+15  1.7343047E-01  4.9360681E+02  2.3930404E-03  1.8984877E+00  1.5208497E-17  3.2709878E+06  1.5208497E-19  3.2709878E+04       Infinity  5.7125732E+00
   22  8.7826132E+15  1.7262134E-01  5.8708143E+02  2.8462120E-03  2.2580055E+00  9.8814542E-18  2.1252669E+06  9.8814542E-20  2.1252669E+04       Infinity  5.7320217E+00
   23  1.0438023E+16  1.7194371E-01  6.9773871E+02  3.3826862E-03  2.6836104E+00  6.4017325E-18  1.3768612E+06  6.4017325E-20  1.3768612E+04       Infinity  5.7731150E+00
   24  1.2397732E+16  1.7137543E-01  8.2873719E+02  4.0177761E-03  3.1874507E+00  4.1628285E-18  8.9532589E+05  4.1628285E-20  8.9532589E+03       Infinity  5.7873604E+00
   25  1.4717678E+16  1.7089830E-01  9.8381603E+02  4.7696092E-03  3.7839078E+00  2.7301699E-18  5.8719493E+05  2.7301699E-20  5.8719493E+03       Infinity  5.7842872E+00
   26  1.7464081E+16  1.7049734E-01  1.1674017E+03  5.6596455E-03  4.4900066E+00  1.8116319E-18  3.8963916E+05  1.8116319E-20  3.8963916E+03       Infinity  5.7801235E+00
   27  2.0715332E+16  1.7016009E-01  1.3847344E+03  6.7132897E-03  5.3259017E+00  1.2183790E-18  2.6204450E+05  1.2183790E-20  2.6204450E+03       Infinity  5.7936801E+00
   28  2.4564234E+16  1.6987625E-01  1.6420176E+03  7.9606165E-03  6.3154523E+00  8.3098204E-19  1.7872457E+05  8.3098204E-21  1.7872457E+03       Infinity  5.8053957E+00
   29  2.9120646E+16  1.6963722E-01  1.9465950E+03  9.4372290E-03  7.4869038E+00  5.7462026E-19  1.2358722E+05  5.7462026E-21  1.2358722E+03       Infinity  5.8110066E+00
   30  3.4514626E+16  1.6943583E-01  2.3071603E+03  1.1185275E-02  8.8736934E+00  4.0249840E-19  8.6567880E+04  4.0249840E-21  8.6567880E+02       Infinity  5.8207860E+00
   31  4.0900137E+16  1.6926609E-01  2.7340053E+03  1.3254649E-02  1.0515405E+01  2.8520902E-19  6.1341710E+04  2.8520902E-21  6.1341710E+02       Infinity  5.8199255E+00
   32  4.8459442E+16  1.6912296E-01  3.2393136E+03  1.5704420E-02  1.2458899E+01  2.0411665E-19  4.3900660E+04  2.0411665E-21  4.3900660E+02       Infinity  5.8217976E+00
   33  5.4642074E+16  7.6308580E-02  3.6525970E+03  1.7708047E-02  1.4048450E+01  1.6214099E-19  3.4872690E+04  1.6214099E-21  3.4872690E+02       Infinity  5.8212091E+00
   34  5.9493141E+16  9.2993491E-02  3.9768708E+03  1.9280149E-02  1.5295657E+01  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8193738E+00
   35  6.8002176E+16  1.6890042E-01  4.5456647E+03  2.2037701E-02  1.7483326E+01  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8178728E+00
   36  8.0547202E+16  1.6890042E-01  5.3842479E+03  2.6103212E-02  2.0708646E+01  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8198136E+00
   37  9.6194760E+16  1.8390460E-01  6.4302225E+03  3.1174170E-02  2.4731625E+01  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8217756E+00
   38  1.1658129E+17  1.9799404E-01  7.7929779E+03  3.7780903E-02  2.9972992E+01  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8218436E+00
   39  1.4320112E+17  2.1059378E-01  9.5724038E+03  4.6407685E-02  3.6816938E+01  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8231493E+00
   40  1.7795553E+17  2.2113139E-01  1.1895593E+04  5.7670667E-02  4.5752279E+01  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8264261E+00
   41  2.2319700E+17  2.2908635E-01  1.4919798E+04  7.2332228E-02  5.7383839E+01  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8295334E+00
   42  2.8173095E+17  2.3404073E-01  1.8832551E+04  9.1301529E-02  7.2432889E+01  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8362822E+00
   43  3.5674591E+17  2.3572350E-01  2.3846991E+04  1.1561189E-01  9.1719197E+01  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8465107E+00
   44  4.5164418E+17  2.3404073E-01  3.0190549E+04  1.4636590E-01  1.1611749E+02  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8630912E+00
   45  5.6975759E+17  2.2908635E-01  3.8085942E+04  1.8464332E-01  1.4648439E+02  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.8891320E+00
   46  7.1395878E+17  2.2113139E-01  4.7725197E+04  2.3137510E-01  1.8355845E+02  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  5.9330085E+00
   47  8.8621367E+17  2.1059378E-01  5.9239725E+04  2.8719834E-01  2.2784510E+02  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  6.0052380E+00
   48  1.0871542E+18  1.9799404E-01  7.2671772E+04  3.5231785E-01  2.7950682E+02  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  6.1300747E+00
   49  1.3157671E+18  1.8390460E-01  8.7953596E+04  4.2640521E-01  3.3828306E+02  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  6.3762782E+00
   50  1.5692810E+18  1.6890042E-01  1.0489996E+05  5.0856234E-01  4.0346137E+02  5.2456374E-19  1.1282125E+05  5.2456374E-21  1.1282125E+03       Infinity  9.5495471E+00
