! Date: 14/08/2026  Time: 14:21:00  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! PROFILES OF DENSITIES & TEMPERATURES
!
! Note: radii in this table are cell-centered
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.30845773E+01
!
!   N    RADIUS(cm)    RELZONESIZE     RADIUS(au)     RADIUS(pc)     RADIUS(as)    DENS(g/cm^3)  NUMDEN(1/cm^3)   DENSDUST       NUMDENDUST     MASSFRAC      TEMPERATURE
!
   31  1.7216873E+17  1.0125269E-01  1.1508769E+04  5.5795318E-02  4.4264495E+01  5.0967402E-20  1.0961882E+04  5.0967402E-22  1.0961882E+02       Infinity  1.6645097E+01
   32  1.8447193E+17  3.8888630E-02  1.2331187E+04  5.9782460E-02  4.7427643E+01  4.3564262E-20  9.3696418E+03  4.3564262E-22  9.3696418E+01       Infinity  1.8277045E+01
   33  1.9406859E+17  6.1933999E-02  1.2972684E+04  6.2892481E-02  4.9894937E+01  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  1.9415179E+01
   34  2.1064426E+17  1.0032034E-01  1.4080699E+04  6.8264217E-02  5.4156535E+01  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  1.9788045E+01
   35  2.3284337E+17  9.9922585E-02  1.5564618E+04  7.5458359E-02  5.9863914E+01  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0028789E+01
   36  2.5733322E+17  9.9922585E-02  1.7201664E+04  8.3394872E-02  6.6160244E+01  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0188685E+01
   37  2.8895450E+17  1.2987912E-01  1.9315415E+04  9.3642489E-02  7.4290059E+01  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0315790E+01
   38  3.3536109E+17  1.6484926E-01  2.2417505E+04  1.0868163E-01  8.6221171E+01  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0417449E+01
   39  4.0401859E+17  2.0303760E-01  2.7006975E+04  1.3093171E-01  1.0387298E+02  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0510954E+01
   40  5.0601851E+17  2.4103637E-01  3.3825248E+04  1.6398718E-01  1.3009711E+02  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0578349E+01
   41  6.5701844E+17  2.7401209E-01  4.3918970E+04  2.1292225E-01  1.6891912E+02  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0630824E+01
   42  8.7713715E+17  2.9665419E-01  5.8632997E+04  2.8425688E-01  2.2551153E+02  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0668823E+01
   43  1.1883025E+18  3.0474083E-01  7.9433115E+04  3.8509732E-01  3.0551198E+02  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0704222E+01
   44  1.6078528E+18  2.9665419E-01  1.0747832E+05  5.2106243E-01  4.1337815E+02  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0750419E+01
   45  2.1394598E+18  2.7401209E-01  1.4301406E+05  6.9334218E-01  5.5005406E+02  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0818336E+01
   46  2.7659228E+18  2.4103637E-01  1.8489052E+05  8.9636220E-01  7.1111737E+02  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.0924343E+01
   47  3.4494509E+18  2.0303760E-01  2.3058155E+05  1.1178755E+00  8.8685211E+02  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.1069436E+01
   48  4.1409514E+18  1.6484926E-01  2.7680550E+05  1.3419725E+00  1.0646365E+03  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.1266584E+01
   49  4.7935594E+18  1.2987912E-01  3.2042965E+05  1.5534654E+00  1.2324217E+03  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.1509245E+01
   50  5.3733085E+18  9.9922585E-02  3.5918349E+05  1.7413467E+00  1.3814749E+03  1.5452316E-22  3.3234275E+01  1.5452316E-24  3.3234275E-01       Infinity  2.1824252E+01
