! Date: 14/08/2026  Time: 14:19:53  Created by RADMC3D compiled on Aug 14 2026 12:46    
! Alexander Men’shchikov, DAp IRFU CEA Saclay, France                         
!
! RADIAL PROFILES OF SURFACE DENSITIES (cm^-2)
!
! Distance (pc): 2.60000000E+02  Mass-averaged Tdust (K): 1.30845773E+01
!
!   N   RADIUS(au)     RADIUS(pc)     RADIUS(as)      PROFILE        SLOPE          PROFILEBS      SLOPEBS
!
    1  3.2339034E+01  1.5678191E-04  1.2438090E-01  1.5853196E+22  4.6246008E-03  1.5478446E+22  4.7374268E-03
    2  8.1285012E+02  3.9407544E-03  3.1263466E+00  1.5618563E+22  4.6246008E-03  1.5243814E+22  4.7374268E-03
    3  1.5933612E+03  7.7247269E-03  6.1283123E+00  1.4945876E+22  4.6246008E-03  1.4571126E+22  4.7374268E-03
    4  2.3738723E+03  1.1508699E-02  9.1302780E+00  1.3938253E+22  4.6246008E-03  1.3563503E+22  4.7374268E-03
    5  3.1543834E+03  1.5292672E-02  1.2132244E+01  1.2686729E+22  6.5410417E-02  1.2311979E+22  6.7055281E-02
    6  3.9348945E+03  1.9076644E-02  1.5134209E+01  1.1381316E+22  1.7507505E-01  1.1006566E+22  1.7974295E-01
    7  4.7154056E+03  2.2860617E-02  1.8136175E+01  1.0014865E+22  3.3095426E-01  9.6401157E+21  3.4055532E-01
    8  5.4959166E+03  2.6644589E-02  2.1138141E+01  8.6954305E+21  4.9112543E-01  8.3206807E+21  5.0694363E-01
    9  6.2764277E+03  3.0428562E-02  2.4140107E+01  7.5266229E+21  7.0683579E-01  7.1518730E+21  7.3256867E-01
   10  7.0569388E+03  3.4212535E-02  2.7142072E+01  6.4327374E+21  9.2232454E-01  6.0579875E+21  9.6094923E-01
   11  7.8374499E+03  3.7996507E-02  3.0144038E+01  5.5122501E+21  1.0870181E+00  5.1375003E+21  1.1398705E+00
   12  8.6179610E+03  4.1780480E-02  3.3146004E+01  4.6429463E+21  1.3398668E+00  4.2681965E+21  1.4162281E+00
   13  9.3984721E+03  4.5564452E-02  3.6147969E+01  3.8468794E+21  1.4721076E+00  3.4721296E+21  1.5710928E+00
   14  1.0178983E+04  4.9348425E-02  3.9149935E+01  3.0945457E+21  1.8078028E+00  2.7197959E+21  1.9526546E+00
   15  1.0959494E+04  5.3132397E-02  4.2151901E+01  2.3575701E+21  2.1694333E+00  1.9828203E+21  2.3809290E+00
   16  1.1740005E+04  5.6916370E-02  4.5153867E+01  1.7976573E+21  2.7278346E+00  1.4229074E+21  3.0611361E+00
   17  1.2520516E+04  6.0700342E-02  4.8155832E+01  7.4093009E+20  3.6817257E+00  3.6618027E+20  4.2776430E+00
   18  1.3301028E+04  6.4484315E-02  5.1157798E+01  3.7476783E+20  3.9413145E+00  1.0000000E-99  4.2776430E+00
   19  1.4081539E+04  6.8268287E-02  5.4159764E+01  3.7473970E+20  3.9413145E+00  1.0000000E-99  1.0000000E-99
   20  1.4862050E+04  7.2052260E-02  5.7161730E+01  3.7470996E+20  1.4710457E-03  1.0000000E-99  1.0000000E-99
   21  1.5642561E+04  7.5836232E-02  6.0163695E+01  3.7467861E+20  1.4710457E-03  1.0000000E-99  1.0000000E-99
   22  1.6423072E+04  7.9620205E-02  6.3165661E+01  3.7464566E+20  1.4710457E-03  1.0000000E-99  1.0000000E-99
   23  1.7203583E+04  8.3404177E-02  6.6167627E+01  3.7461109E+20  1.6344945E-03  1.0000000E-99  1.0000000E-99
   24  1.7984094E+04  8.7188150E-02  6.9169592E+01  3.7457491E+20  1.8065941E-03  1.0000000E-99  1.0000000E-99
   25  1.8764605E+04  9.0972122E-02  7.2171558E+01  3.7453712E+20  1.9873534E-03  1.0000000E-99  1.0000000E-99
   26  1.9545116E+04  9.4756095E-02  7.5173524E+01  3.7449771E+20  2.1767817E-03  1.0000000E-99  1.0000000E-99
   27  2.0325627E+04  9.8540067E-02  7.8175490E+01  3.7445670E+20  2.3748888E-03  1.0000000E-99  1.0000000E-99
   28  2.1106138E+04  1.0232404E-01  8.1177455E+01  3.7441407E+20  2.5816850E-03  1.0000000E-99  1.0000000E-99
   29  2.1886649E+04  1.0610801E-01  8.4179421E+01  3.7436982E+20  2.7971810E-03  1.0000000E-99  1.0000000E-99
   30  2.2667161E+04  1.0989198E-01  8.7181387E+01  3.7432397E+20  3.0213879E-03  1.0000000E-99  1.0000000E-99
   31  2.3447672E+04  1.1367596E-01  9.0183352E+01  3.7427649E+20  3.2543173E-03  1.0000000E-99  1.0000000E-99
   32  2.4228183E+04  1.1745993E-01  9.3185318E+01  3.7422741E+20  3.4959814E-03  1.0000000E-99  1.0000000E-99
   33  2.5008694E+04  1.2124390E-01  9.6187284E+01  3.7417670E+20  3.7463927E-03  1.0000000E-99  1.0000000E-99
   34  2.5789205E+04  1.2502787E-01  9.9189250E+01  3.7412438E+20  4.0055641E-03  1.0000000E-99  1.0000000E-99
   35  2.6569716E+04  1.2881185E-01  1.0219122E+02  3.7407044E+20  4.2735092E-03  1.0000000E-99  1.0000000E-99
   36  2.7350227E+04  1.3259582E-01  1.0519318E+02  3.7401488E+20  4.5502419E-03  1.0000000E-99  1.0000000E-99
   37  2.8130738E+04  1.3637979E-01  1.0819515E+02  3.7395771E+20  4.8357766E-03  1.0000000E-99  1.0000000E-99
   38  2.8911249E+04  1.4016376E-01  1.1119711E+02  3.7389891E+20  5.1301282E-03  1.0000000E-99  1.0000000E-99
   39  2.9691760E+04  1.4394774E-01  1.1419908E+02  3.7383850E+20  5.4333120E-03  1.0000000E-99  1.0000000E-99
   40  3.0472271E+04  1.4773171E-01  1.1720104E+02  3.7377646E+20  5.7453439E-03  1.0000000E-99  1.0000000E-99
   41  3.1252782E+04  1.5151568E-01  1.2020301E+02  3.7371280E+20  6.0662401E-03  1.0000000E-99  1.0000000E-99
   42  3.2033294E+04  1.5529965E-01  1.2320498E+02  3.7364752E+20  6.3960175E-03  1.0000000E-99  1.0000000E-99
   43  3.2813805E+04  1.5908363E-01  1.2620694E+02  3.7358061E+20  6.7346932E-03  1.0000000E-99  1.0000000E-99
   44  3.3594316E+04  1.6286760E-01  1.2920891E+02  3.7351208E+20  7.0822852E-03  1.0000000E-99  1.0000000E-99
   45  3.4374827E+04  1.6665157E-01  1.3221087E+02  3.7344192E+20  7.4388115E-03  1.0000000E-99  1.0000000E-99
   46  3.5155338E+04  1.7043554E-01  1.3521284E+02  3.7337014E+20  7.8042909E-03  1.0000000E-99  1.0000000E-99
   47  3.5935849E+04  1.7421952E-01  1.3821480E+02  3.7329673E+20  8.1787427E-03  1.0000000E-99  1.0000000E-99
   48  3.6716360E+04  1.7800349E-01  1.4121677E+02  3.7322169E+20  8.5621865E-03  1.0000000E-99  1.0000000E-99
   49  3.7496871E+04  1.8178746E-01  1.4421874E+02  3.7314502E+20  8.9546425E-03  1.0000000E-99  1.0000000E-99
